Cat.,Zaneen Model #,Item Status,Series,Description,CAD MSRP ,USD MSRP 
E,L10C0029,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 40° Rough Gray 4000K,1026.00,820.00
E,L10C0030,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 24° Rough White RAL9010 4000K,1026.00,820.00
E,L10C0031,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 40° Rough White RAL9010 4000K,1026.00,820.00
E,L10C0032,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 24° Black 4000K,1026.00,820.00
E,L10C0033,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 40° Black 4000K,1026.00,820.00
E,L10C0034,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 24° Rough Gray 4000K,1026.00,820.00
E,L10C0035,CURRENT,CEILING 175,Surface Ceiling 32W 3600lm 40° Rough Gray 4000K,1026.00,820.00
E,L10C0036,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 16° Rough White RAL9010 3000K,1026.00,820.00
E,L10C0037,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 24° Rough White RAL9010 3000K,1026.00,820.00
E,L10C0038,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 36° Rough White RAL9010 3000K,1026.00,820.00
E,L10C0039,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 16° Black 3000K,1026.00,820.00
E,L10C0040,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 24° Black 3000K,1026.00,820.00
E,L10C0041,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 36° Black 3000K,1026.00,820.00
E,L10C0042,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 16° Rough Gray 3000K,1026.00,820.00
E,L10C0043,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 24° Rough Gray 3000K,1026.00,820.00
E,L10C0044,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 36° Rough Gray 3000K,1026.00,820.00
E,L10C0045,CURRENT,CEILING 175,Surface Ceiling 19W 2455lm 16° Rough White RAL9010 4000K,1026.00,820.00
E,L10C0046,CURRENT,CEILING 175,Surface Ceiling 19W 2455lm 24° Rough White RAL9010 4000K,1026.00,820.00
E,L10C0047,CURRENT,CEILING 175,Surface Ceiling 19W 2455lm 36° Rough White RAL9010 4000K,1026.00,820.00
E,L10C0048,CURRENT,CEILING 175,Surface Ceiling 19W 2455lm 16° Black 4000K,1026.00,820.00
E,L10C0049,CURRENT,CEILING 175,Surface Ceiling 19W 2455lm 24° Black 4000K,1026.00,820.00
E,L10C0050,CURRENT,CEILING 175,Surface Ceiling 19W 2455lm 36° Black 4000K,1026.00,820.00
E,L10C0051,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 16° Rough Gray 4000K,1026.00,820.00
E,L10C0052,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 24° Rough Gray 4000K,1026.00,820.00
E,L10C0053,CURRENT,CEILING 175,Surface Ceiling 19W 2310lm 36° Rough Gray 4000K,1026.00,820.00
E,L10S0000,CURRENT,CEILING 175,Suspension 32W 3300lm 24° Rough White RAL9010 3000K,1026.00,820.00
E,L10S0001,CURRENT,CEILING 175,Suspension 32W 3300lm 40° Rough White RAL9010 3000K,1026.00,820.00
E,L10S0002,CURRENT,CEILING 175,Suspension 32W 3300lm 24° Black 3000K,1026.00,820.00
E,L10S0003,CURRENT,CEILING 175,Suspension 32W 3300lm 40° Black 3000K,1026.00,820.00
E,L10S0004,CURRENT,CEILING 175,Suspension 32W 3300lm 24° Rough Gray 3000K,1026.00,820.00
E,L10S0005,CURRENT,CEILING 175,Suspension 32W 3300lm 40° Rough Gray 3000K,1026.00,820.00
E,L10S0006,CURRENT,CEILING 175,Suspension 32W 3600lm 24° Rough White RAL9010 4000K,1026.00,820.00
E,L10S0007,CURRENT,CEILING 175,Suspension 32W 3600lm 40° Rough White RAL9010 4000K,1026.00,820.00
E,L10S0008,CURRENT,CEILING 175,Suspension 32W 3600lm 24° Black 4000K,1026.00,820.00
E,L10S0009,CURRENT,CEILING 175,Suspension 32W 3600lm 40° Black 4000K,1026.00,820.00
E,L10S0010,CURRENT,CEILING 175,Suspension 32W 3600lm 24° Rough Gray 4000K,1026.00,820.00
E,L10S0011,CURRENT,CEILING 175,Suspension 32W 3600lm 40° Rough Gray 4000K,1026.00,820.00
E,L10S0012,CURRENT,CEILING 175,Suspension 19W 2310lm 16° Rough White RAL9010 3000K,1026.00,820.00
E,L10S0013,CURRENT,CEILING 175,Suspension 19W 2310lm 24° Rough White RAL9010 3000K,1026.00,820.00
E,L10S0029,CURRENT,CEILING 175,Suspension 19W 2310lm 36° Rough White RAL9010 3000K,1026.00,820.00
E,L10S0014,CURRENT,CEILING 175,Suspension 19W 2310lm 16° Black 3000K,1026.00,820.00
E,L10S0015,CURRENT,CEILING 175,Suspension 19W 2310lm 24° Black 3000K,1026.00,820.00
E,L10S0016,CURRENT,CEILING 175,Suspension 19W 2310lm 36° Black 3000K,1026.00,820.00
E,L10S0017,CURRENT,CEILING 175,Suspension 19W 2310lm 16° Rough Gray 3000K,1026.00,820.00
E,L10S0018,CURRENT,CEILING 175,Suspension 19W 2310lm 24° Rough Gray 3000K,1026.00,820.00
E,L10S0019,CURRENT,CEILING 175,Suspension 19W 2310lm 36° Rough Gray 3000K,1026.00,820.00
E,L10S0020,CURRENT,CEILING 175,Suspension 19W 2455lm 16° Rough White RAL9010 4000K,1026.00,820.00
E,L10S0021,CURRENT,CEILING 175,Suspension 19W 2455lm 24° Rough White RAL9010 4000K,1026.00,820.00
E,L10S0022,CURRENT,CEILING 175,Suspension 19W 2455lm 36° Rough White RAL9010 4000K,1026.00,820.00
E,L10S0023,CURRENT,CEILING 175,Suspension 19W 2455lm 16° Black 4000K,1026.00,820.00
E,L10S0024,CURRENT,CEILING 175,Suspension 19W 2455lm 24° Black 4000K,1026.00,820.00
E,L10S0025,CURRENT,CEILING 175,Suspension 19W 2455lm 36° Black 4000K,1026.00,820.00
E,L10S0026,CURRENT,CEILING 175,Suspension 19W 2455lm 16° Rough Gray 4000K,1026.00,820.00
E,L10S0027,CURRENT,CEILING 175,Suspension 19W 2455lm 24° Rough Gray 4000K,1026.00,820.00
E,L10S0028,CURRENT,CEILING 175,Suspension 19W 2455lm 36° Rough Gray 4000K,1026.00,820.00
E,L10W0094,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 830lm 3000K Rough White RAL9010,934.00,750.00
E,L10W0095,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 830lm 3000KRough White RAL9010,934.00,750.00
E,L10W0096,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 1100lm 5600K Rough White RAL9010,934.00,750.00
E,L10W0097,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 1100lm 5600K Rough White RAL9010,934.00,750.00
E,L10W0098,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 900lm 4000K Rough White RAL9010,934.00,750.00
E,L10W0099,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 900lm 4000K Rough White RAL9010,934.00,750.00
E,L10W0100,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 830lm 3000K Black,934.00,750.00
E,L10W0101,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 830lm 3000K Black,934.00,750.00
E,L10W0102,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 1100lm 5600K Black,934.00,750.00
E,L10W0103,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 1100lm 5600K Black,934.00,750.00
E,L10W0104,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 900lm 4000K Black,934.00,750.00
E,L10W0105,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 900lm 4000K Black,934.00,750.00
E,L10W0106,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 830lm 3000K Rough Gray,934.00,750.00
E,L10W0107,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 830lm 3000K Rough Gray,934.00,750.00
E,L10W0108,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 1100lm 5600K Rough Gray,934.00,750.00
E,L10W0109,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 1100lm 5600K Rough Gray,934.00,750.00
E,L10W0110,CURRENT,MONO 105,Wall 1 LED 9.8W 25° 900lm 4000K Rough Gray,934.00,750.00
E,L10W0111,CURRENT,MONO 105,Wall 1 LED 9.8W 40° 900lm 4000K Rough Gray,934.00,750.00
E,L10W0042,CURRENT,DOUBLE 175,Wall 2x32W 2x3300lm 24° Rough White RAL9010 3000K,1858.00,1486.00
E,L10W0043,CURRENT,DOUBLE 175,Wall 2x32W 2x3300lm 40° Rough White RAL9010 3000K,1858.00,1486.00
E,L10W0044,CURRENT,DOUBLE 175,Wall 2x32W 2x3300lm 24° Black 3000K,1858.00,1486.00
E,L10W0045,CURRENT,DOUBLE 175,Wall 2x32W 2x3300lm 40° Black 3000K,1858.00,1486.00
E,L10W0046,CURRENT,DOUBLE 175,Wall 2x32W 2x3300lm 24° Rough Gray 3000K,1858.00,1486.00
E,L10W0047,CURRENT,DOUBLE 175,Wall 2x32W 2x3300lm 40° Rough Gray 3000K,1858.00,1486.00
E,L10W0048,CURRENT,DOUBLE 175,Wall 2x32W 2x3600lm 24° Rough White RAL9010 4000K,1858.00,1486.00
E,L10W0049,CURRENT,DOUBLE 175,Wall 2x32W 2x3600lm 40° Rough White RAL9010 4000K,1858.00,1486.00
E,L10W0050,CURRENT,DOUBLE 175,Wall 2x32W 2x3600lm 24° Black 4000K,1858.00,1486.00
E,L10W0051,CURRENT,DOUBLE 175,Wall 2x32W 2x3600lm 40° Black 4000K,1858.00,1486.00
E,L10W0052,CURRENT,DOUBLE 175,Wall 2x32W 2x3600lm 24° Rough Gray 4000K,1858.00,1486.00
E,L10W0053,CURRENT,DOUBLE 175,Wall 2x32W 2x3600lm 40° Rough Gray 4000K,1858.00,1486.00
E,L10W0054,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 16° Rough White RAL9010 3000K,1858.00,1486.00
E,L10W0055,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 24° Rough White RAL9010 3000K,1858.00,1486.00
E,L10W0056,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 36° Rough White RAL9010 3000K,1858.00,1486.00
E,L10W0057,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 16° Black 3000K,1858.00,1486.00
E,L10W0058,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 24° Black 3000K,1858.00,1486.00
E,L10W0059,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 36° Black 3000K,1858.00,1486.00
E,L10W0060,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 16° Rough Gray 3000K,1858.00,1486.00
E,L10W0061,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 24° Rough Gray 3000K,1858.00,1486.00
E,L10W0062,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 36° Rough Gray 3000K,1858.00,1486.00
E,L10W0063,CURRENT,DOUBLE 175,Wall 2x19W 2x2455lm 16° Rough White RAL9010 3000K,1858.00,1486.00
E,L10W0064,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 24° Rough White RAL9010 4000K,1858.00,1486.00
E,L10W0065,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 36° Rough White RAL9010 4000K,1858.00,1486.00
E,L10W0066,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 16° Black 4000K,1858.00,1486.00
E,L10W0067,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 24° Black 4000K,1858.00,1486.00
E,L10W0068,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 36° Black 4000K,1858.00,1486.00
E,L10W0069,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 16° Rough Gray 4000K,1858.00,1486.00
E,L10W0070,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 24° Rough Gray 4000K,1858.00,1486.00
E,L10W0071,CURRENT,DOUBLE 175,Wall 2x19W 2x2310lm 36° Rough Gray 4000K,1858.00,1486.00
E,L10B0000,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 3000K 3x80lm Rough White RAL9010,1084.00,870.00
E,L10B0001,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 4000K 3x85lm Rough White RAL9010,1084.00,870.00
E,L10B0002,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 6000K 3x100lm Rough White RAL9010,1084.00,870.00
E,L10B0003,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 3000K 3x80lm Black,1084.00,870.00
E,L10B0004,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 6000K 3x100lm Black,1084.00,870.00
E,L10B0005,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 4000K 3x85lm Black,1084.00,870.00
E,L10B0006,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 3000K 3x80lm Rough Gray,1084.00,870.00
E,L10B0007,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 6000K 3x100lm Rough Gray,1084.00,870.00
E,L10B0008,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 4000K 3x85lm Rough Gray,1084.00,870.00
E,L10B0009,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 3000K 3x80lm Brown,1084.00,870.00
E,L10B0010,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 6000K 3x100lm Brown,1084.00,870.00
E,L10B0011,CURRENT,STICK XS,Bollard D.60mm Ht.300mm 3x2W 4000K 3x85lm Brown,1084.00,870.00
E,L10B0012,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 3000K 3x80lm Rough Gray,1158.00,928.00
E,L10B0013,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 6000K 3x100lm Rough Gray,1158.00,928.00
E,L10B0014,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 4000K 3x85lm Rough Gray,1158.00,928.00
E,L10B0015,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 3000K 3x80lm Black,1158.00,928.00
E,L10B0016,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 6000K 3x100lm Black,1158.00,928.00
E,L10B0017,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 4000K 3x85lm Black,1158.00,928.00
E,L10B0018,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 3000K 3x80lm Rough Gray,1158.00,928.00
E,L10B0019,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 6000K 3x100lm Rough Gray,1158.00,928.00
E,L10B0020,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 4000K 3x85lm Rough Gray,1158.00,928.00
E,L10B0021,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 3000K 3x80lm Brown,1158.00,928.00
E,L10B0022,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 6000K 3x100lm Brown,1158.00,928.00
E,L10B0023,CURRENT,STICK XS,Bollard D.60mm Ht.600mm 3x2W 4000K 3x85lm Brown,1158.00,928.00
E,L10B0024,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 3000K 6x80lm Rough Gray,1684.00,1352.00
E,L10B0025,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 6000K 6x100lm Rough Gray,1684.00,1352.00
E,L10B0026,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 4000K 6x85lm Rough Gray,1684.00,1352.00
E,L10B0027,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 3000K 6x80lm Black,1684.00,1352.00
E,L10B0028,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 6000K 6x100lm Black,1684.00,1352.00
E,L10B0029,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 4000K 6x85lm Black,1684.00,1352.00
E,L10B0030,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 3000K 6x80lm Rough Gray,1684.00,1352.00
E,L10B0031,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 6000K 6x100lm Rough Gray,1684.00,1352.00
E,L10B0032,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 4000K 6x85lm Rough Gray,1684.00,1352.00
E,L10B0033,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 3000K 6x80lm Brown,1684.00,1352.00
E,L10B0034,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 6000K 6x100lm Brown,1684.00,1352.00
E,L10B0035,CURRENT,STICK XL,Bollard D.90mm Ht.600mm 6x2W 4000K 6x85lm Brown,1684.00,1352.00
E,L10B0036,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 3000K 6x80lm Rough White RAL9010,1758.00,1410.00
E,L10B0037,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 6000K 6x100lm Rough White RAL9010,1758.00,1410.00
E,L10B0038,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 4000K 6x85lm Rough White RAL9010,1758.00,1410.00
E,L10B0039,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 3000K 6x80lm Black,1758.00,1410.00
E,L10B0040,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 6000K 6x100lm Black,1758.00,1410.00
E,L10B0041,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 4000K 6x85lm Black,1758.00,1410.00
E,L10B0042,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 3000K 6x80lm Rough Gray,1758.00,1410.00
E,L10B0043,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 6000K 6x100lm Rough Gray,1758.00,1410.00
E,L10B0044,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 4000K 6x85lm Rough Gray,1758.00,1410.00
E,L10B0045,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 3000K 6x80lm Brown,1758.00,1410.00
E,L10B0046,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 6000K 6x100lm Brown,1758.00,1410.00
E,L10B0047,CURRENT,STICK XL,Bollard D.90mm Ht.900mm 6x2W 4000K 6x85lm Brown,1758.00,1410.00
E,L10B0048,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 3000K 2400lm Black,1302.00,1044.00
E,L10B0049,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 6000K 2540lm Black,1302.00,1044.00
E,L10B0057,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 4000K 2500lm Black,1302.00,1044.00
E,L10B0050,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 3000K 2400lm Rough Gray,1302.00,1044.00
E,L10B0051,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 6000K 2540lm Rough Gray,1302.00,1044.00
E,L10B0058,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 4000K 2500lm Rough Gray,1302.00,1044.00
E,L10B0052,CURRENT,LITTLE ROK,Bollard LED Multi Direction - 26.8W 600mA 3000K 2400lm Black,1276.00,1024.00
E,L10B0053,CURRENT,LITTLE ROK,Bollard LED Multi Direction - 26.8W 600mA 6000K 2540lm Black,1276.00,1024.00
E,L10B0059,CURRENT,LITTLE ROK,Bollard LED Single Direction - 26.8W 600mA 4000K 2500lm Black,1276.00,1024.00
E,L10B0054,CURRENT,LITTLE ROK,Bollard LED Multi Direction - 26.8W 600mA 3000K 2400lm Rough Gray,1276.00,1024.00
E,L10B0055,CURRENT,LITTLE ROK,Bollard LED Multi Direction - 26.8W 600mA 6000K 2540lm Rough Gray,1276.00,1024.00
E,L10B0056,CURRENT,LITTLE ROK,Bollard LED Multi Direction - 26.8W 600mA 4000K 2500lm Rough Gray,1276.00,1024.00
E,L10A0057,CURRENT,LITTLE ROK,Housing for In-Ground installation,208.00,166.00
E,L10A0026,CURRENT,MINI,Interior Pole for MINI,266.00,212.00
E,L10A0027,CURRENT,MINI,Interior Pole for MINI,266.00,212.00
E,L10A0028,CURRENT,MINI,Interior Pole for MINI,266.00,212.00
E,L10A0029,CURRENT,MINI,Floor Pole for MINI,438.00,350.00
E,L10A0030,CURRENT,MINI,Floor Pole for MINI,438.00,350.00
E,L10A0031,CURRENT,MINI,Floor Pole for MINI,438.00,350.00
D,L1010000,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 30° - White,1320.00,1054.00
D,L1010001,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 30° - Black,1320.00,1054.00
D,L1010002,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 30° - Rough Gray,1320.00,1054.00
D,L1010003,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 60° - White,1320.00,1054.00
D,L1010024,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 60° - Brown,1320.00,1054.00
D,L1010004,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 60° - Black,1320.00,1054.00
D,L1010005,CURRENT,AURORA XS,Suspension - 37W - 3000K - 3500lm - 60° - Rough Grayay,1320.00,1054.00
D,L1010006,CURRENT,AURORA XS,Suspension - 37W - 4000K - 3800lm - 30° - White,1320.00,1054.00
D,L1010007,CURRENT,AURORA XS,Suspension - 37W - 4000K - 3800lm - 30° - Black,1320.00,1054.00
D,L1010008,CURRENT,AURORA XS,Suspension - 37W - 4000K - 3800lm - 30° - Rough Grayay,1320.00,1054.00
D,L1010009,CURRENT,AURORA XS,Suspension - 37W - 4000K - 3800lm - 60° - White,1320.00,1054.00
D,L1010010,CURRENT,AURORA XS,Suspension - 37W - 4000K - 3800lm - 60° - Black,1320.00,1054.00
D,L1010011,CURRENT,AURORA XS,Suspension - 37W - 4000K - 3800lm - 60° - Rough Grayay,1320.00,1054.00
D,L1010012,CURRENT,AURORA XL,Suspension - 41W - 3000K - 3500lm - 90° - Rough White,1790.00,1424.00
D,L1010013,CURRENT,AURORA XL,Suspension - 41W - 3000K - 3500lm - 90° - Rough Gray,1790.00,1424.00
D,L1010014,CURRENT,AURORA XL,Suspension - 41W - 3000K - 3500lm - 90° - Rough Black,1790.00,1424.00
D,L1010015,CURRENT,AURORA XL,Suspension - 41W - 4000K - 3800lm - 90° - Rough White,1790.00,1424.00
D,L1010016,CURRENT,AURORA XL,Suspension - 41W - 4000K - 3800lm - 90° - Rough Gray,1790.00,1424.00
D,L1010017,CURRENT,AURORA XL,Suspension - 41W - 3000K - 3500lm - 90° - Rough Black,1790.00,1424.00
D,L1010018,CURRENT,AURORA XL,Suspension - 47W - 3000K - 4250lm - 90° - Rough White,1972.00,1572.00
D,L1010019,CURRENT,AURORA XL Plus,Suspension - 47W - 3000K - 4250lm - 90° - Rough Gray,1972.00,1572.00
D,L1010020,CURRENT,AURORA XL Plus,Suspension - 47W - 3000K - 4250lm - 90° - Rough Black,1972.00,1572.00
D,L1010021,CURRENT,AURORA XL Plus,Suspension - 47W - 4000K - 4700lm - 90° - Rough White,1972.00,1572.00
D,L1010022,CURRENT,AURORA XL Plus,Suspension - 47W - 4000K - 4700lm - 90° - Rough Gray,1972.00,1572.00
D,L1010023,CURRENT,AURORA XL Plus,Suspension - 47W - 4000K - 4700lm - 90° - Rough Black,1972.00,1572.00
D,L1030001,CURRENT,Q3,Q3 Wall -1 Lt - 3x 1.2W LED White,762.00,606.00
D,L1030002,CURRENT,Q3,Q3 Wall -1 Lt - 3x 1.2W LED Chrome,680.00,544.00
D,L1030003,CURRENT,Q3,Q3 Wall -1 Lt - 3x 1.2W LED Black,680.00,544.00
D,L1030004,CURRENT,Q3,Q3 Wall -1 Lt - 3x 1.2W LED Brown,680.00,544.00
D,L1030005,CURRENT,Q3,Q3 Wall -2 Lt - 6x 1.2W LED Brown,1244.00,998.00
D,L1030006,CURRENT,Q3,Q3 Wall -2 Lt - 6x 1.2W LED White,1244.00,998.00
D,L1030007,CURRENT,Q3,Q3 Wall -2 Lt - 6x 1.2W LED Black,1244.00,998.00
D,L1030008,CURRENT,Q3,Q3 Wall -2 Lt - 6x 1.2W LED Chrome,1612.00,1062.00
E,L10B0061,CURRENT,FRISBEE,"Post H=600mm (24"") Rough White",142.00,114.00
E,L10B0062,CURRENT,FRISBEE,"Post H=600mm (24"") Black",142.00,114.00
E,L10B0063,CURRENT,FRISBEE,"Post H=600mm (24"") Gray",142.00,114.00
E,L10B0064,CURRENT,FRISBEE,"Post H=600mm (24"") Brown",142.00,114.00
E,L10B0065,CURRENT,FRISBEE,"Post H=900mm (35 1/2"") Rough White",158.00,128.00
E,L10B0066,CURRENT,FRISBEE,"Post H=900mm (35 1/2"") Black",158.00,128.00
E,L10B0067,CURRENT,FRISBEE,"Post H=900mm (35 1/2"") Gray",158.00,128.00
E,L10B0068,CURRENT,FRISBEE,"Post H=900mm (35 1/2"") Brown",158.00,128.00
E,L10B0069,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 3000K - Symmetric Flood Beam Angle - White,582.00,466.00
E,L10B0070,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 4000K - Symmetric Flood Beam Angle - White,582.00,466.00
E,L10B0060,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 3000K - Symmetric Flood Beam Angle - Black,582.00,466.00
E,L10B0071,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 4000K - Symmetric Flood Beam Angle - Black,582.00,466.00
E,L10B0072,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 3000K - Symmetric Flood Beam Angle - Gray,582.00,466.00
E,L10B0073,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 4000K - Symmetric Flood Beam Angle - Gray,582.00,466.00
E,L10B0074,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 3000K - Symmetric Flood Beam Angle - Brown,582.00,466.00
E,L10B0075,CURRENT,FRISBEE,Post Light LED 13W - 850lm - 500MA  - 4000K - Symmetric Flood Beam Angle - Brown,582.00,466.00
E,L10A0054,CURRENT,FRISBEE,FRISBEE - Stainless Steel base cover,66.00,52.00
E,L10A0055,NEW,ACCESSORY,Glass Remover,78.00,62.00
E,L10A0053,NEW,ACCESSORY,STICK XS HOUSING FOR INGROUND,164.00,132.00
E,L10W0137,NEW,MINI MISTRAL,Surface - Wall - 10W LED -120V -3000K - 1150lm - Rought White,782.00,624.00
E,L10W0138,NEW,MINI MISTRAL,Surface - Wall - 10W LED -120V -3000K - 1150lm - Black,782.00,624.00
E,L10W0139,NEW,MINI MISTRAL,Surface - Wall - 10W LED -120V -3000K - 1150lm - Rough Gray,782.00,624.00
E,L10W0140,NEW,MINI MISTRAL,Surface - Wall - 10W LED -120V -4000K - 1250lm - Rought White,782.00,624.00
E,L10W0141,NEW,MINI MISTRAL,Surface - Wall - 10W LED -120V -4000K - 1250lm - Black,782.00,624.00
E,L10W0142,NEW,MINI MISTRAL,Surface - Wall - 10W LED -120V -4000K - 1250lm - Rough Gray,782.00,624.00
E,L10W0143,NEW,MINI MISTRAL,Surface - Wall - 2x10W LED -120V -3000K - 2300lm - Rought White,846.00,676.00
E,L10W0144,NEW,MINI MISTRAL,Surface - Wall - 2x10W LED -120V -3000K - 2300lm - Black,846.00,676.00
E,L10W0145,NEW,MINI MISTRAL,Surface - Wall - 2x10W LED -120V -3000K - 2300lm - Rough Gray,846.00,676.00
