Cat.,Zaneen Model #,Series,Description, CAD MSRP  ,USD MSRP 
D,D9-2122,MARC,Ceiling Mount 2 x 10W LED - 700mA,1198.00,958.00
D,D9-2123,MARC,Ceiling Mount-Sq. - 4 x 10W LED - 700mA,1976.00,1584.00
D,D9-2124,MARC,Ceiling Mount -Rect. - 4 x 10W LED - 700mA,2242.00,1794.00
D,D9-2125,MARC,Ceiling Mount 6 x 10W LED - 1050mA,3292.00,2636.00
D,D9-2141,LINEA,Ceiling Mount - 1 x 2GX13 Fluor,936.00,744.00
D,D9-2145,MARC,1 x 10W LED 350mA 1010lm  Matte White,664.00,664.00
D,D9-2146,MARC,2 x 10W LED 350mA 1010lm  Matte White,1078.00,1078.00
D,D9-2160,BESSONS,Ceiling Mount - White - 2 x 4.2w LED,930.00,746.00
D,D9-2164,ROBOTICS,Ceiling Mount - White,638.00,512.00
D,D9-2166,ROBOTICS,Ceiling Mount - White- 2 x 4.2W LED,1020.00,820.00
D,D9-2183,BESSONS,Ceiling Mount - 25cm - 2 x 4.5W LED - White,970.00,780.00
D,D9-2184,BESSONS,Ceiling Mount - 9cm - 1 x 6.6W LED - White,584.00,468.00
D,D9-2185,BESSONS,Ceiling Mount - 30cm - 4 x 4.5W LED - White,1706.00,1366.00
D,D9-2206,BESSONS,Ceiling Mount - White -  2 x 6.6w LED,1054.00,844.00
D,D9-2207,ROBOTICS,Ceiling Mount - White- 2 x 6.6W LED,1098.00,876.00
D,D9-3014,FINESTRA,Wall Mount,518.00,412.00
D,D9-3015,FINESTRA,Wall Mount,668.00,534.00
D,D9-3016,FINESTRA,Wall Mount,780.00,622.00
D,D9-3117,DIDO,Wall Mount - Chrome - 2 x 24W Fluorescent,826.00,662.00
D,D9-3119,DIDO,Wall Mount - Chrome - 2 x 39W Fluorescent,990.00,794.00
D,D9-3145,KRONN MAX,Wall Mount 2 x 10W LED -700mA,1224.00,980.00
D,D9-3154,FINESTRA,Wall Mount 2 x 24W T5 - White,598.00,476.00
D,D9-3155,FINESTRA,Wall Mount 2 x 39W T5 - White,680.00,544.00
D,D9-3156,FINESTRA,Wall Mount 2 x 54W T5 - White,878.00,700.00
D,D9-3164,NEVA,Wall Mount - 1 x 10W LED - 350mA - 3000K - Satin Aluminum,578.00,464.00
D,D9-3165,NEVA,Wall Mount - 1 x 10W LED - 350mA - 3000K - White,530.00,424.00
D,D9-3166,NEVA,Wall Mount - 2 x 10W LED - 350mA - 3000K - Satin Aluminum,978.00,784.00
D,D9-3180,NEVA,Wall Mount - 1 x 24W T5 Fluor - Satin Aluminum,392.00,314.00
D,D9-3181,NEVA,Wall Mount - 1 x 24W T5 Fluor - White,382.00,304.00
D,D9-3182,NEVA,Wall Mount - 1 x 39W T5 Fluor - Satin Aluminum,476.00,382.00
D,D9-3183,NEVA,Wall Mount - 1 x 39W T5 Fluor - White,464.00,370.00
D,D9-3195,DAU LED,Wall Mount - 2 x 10W LED - 350mA - 3000K - Brushed Aluminum,1034.00,828.00
D,D9-3196,DAU LED,Wall Mount - 2 x 10W LED -350mA - 3000K - Black,1040.00,832.00
D,D9-3197,DAU LED,Wall Mount - 2 x 10W LED - 350mA - 3000K - White,994.00,796.00
D,D9-3202,ROBOTIC,Wall Mount - 2 x 4.5W LED -White,994.00,796.00
D,D9-4005,LOFT F,Floor Lamp,1698.00,1698.00
D,D9-4023,ONA,Table Lamp,948.00,752.00
D,D9-4024,ONA,Table Lamp,1246.00,990.00
D,D9-4026,BAT,Table Lamp,1010.00,800.00
D,D9-4027,BAT,Floor Lamp,2546.00,2004.00
D,D9-6022,ROBOTICS,Recessed Ceiling - White - 1 x 6.6W LED,334.00,266.00
D,D9-6023,BESSONS,Recessed Ceiling - White ,726.00,582.00
D,D9-6024,ROBOTICS,Recessed Ceiling - White - 2 x 4.5W LED,798.00,640.00
D,D9-6032,DAU,Recessed - 1 x 10W LED D.O.B. -2700K- Aluminum,686.00,550.00
D,D9-6033,DAU,Recessed - 1 x 10W LED D.O.B. -2700K- Black Satin Aluminum,696.00,558.00
D,D9-6034,DAU,Recessed - 1 x 10W LED D.O.B. -2700K- White,678.00,544.00
D,D9-6043,BRIDGE,Track head - 1 x 10W LED D.O.B. - 2700K - 50° angle - White,684.00,548.00
D,D9-6044,ROBOTIC,Track head - 1 x 6.6W LED D.O.B.-3000K - White,724.00,582.00
D,D9-6045,ROBOTIC,Track head - 2 x 6.6W LED D.O.B.-3000K - White,1022.00,820.00
D,D9-6046,BESSONS,Track head - 2 x 6.6W LED D.O.B.-3000K - White,1054.00,844.00
D,D9-6047,BESSONS,Track head - 1 x 6.6W LED D.O.B.-3000K - White,698.00,560.00
D,D9-6048,DAU,Track head - 1 x 10W LED D.O.B. - 2700K - 50° angle - Aluminum,698.00,560.00
D,D9-6049,DAU,Track head - 1 x 10W LED D.O.B. - 2700K - 50° angle - Black,686.00,550.00
D,D9-6050,DAU,Track head - 1 x 10W LED D.O.B. - 2700K - 50° angle - White,664.00,532.00
D,D9-1000,RA,Pendant Nickel,862.00,658.00
D,D9-1001,RA,Pendant ,490.00,490.00
D,D9-1003,RA,Pendant Round,1320.00,1320.00
D,D9-1005,LOFT,Pendant 4 Light Nickel,1570.00,1570.00
D,D9-1006,LOFT,Pendant 2 Light Nickel,770.00,770.00
D,D9-1007,LOFT,Pendant 1 Light Nickel,850.00,850.00
D,D9-1122,SPACE,3Light Pendant,994.00,994.00
D,D9-1123,SPACE,4Light Pendant,1290.00,1290.00
D,D9-1124,SPACE,4Light Pendant,1450.00,1450.00
D,D9-1130,KRONN,Pendant Chrome,498.00,400.00
D,D9-1131,KRONN,Pendant White,390.00,312.00
D,D9-1133,TUB-LED,Pendant- 1 x 4W - Aluminum,568.00,458.00
D,D9-1134,TUB-LED,Pendant- 1 x 4W - White,474.00,380.00
D,D9-1142,BO-LA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - White,474.00,382.00
D,D9-1143,BO-LA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Black,474.00,382.00
D,D9-1144,BO-LA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Satin Gold,510.00,410.00
D,D9-1145,BO-LA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Brushed Nickel,500.00,404.00
D,D9-1146,BO-LA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Satin Copper,520.00,418.00
D,D9-1153,PLA,Pendant - 3 x 4W LED PCB - 120V - 2700K - 3 x 300lm - White Textured Lacquer,552.00,444.00
D,D9-1154,PLA,Pendant - 3 x 4W LED PCB - 120V - 2700K - 3 x 300lm - Grey Lacquer,560.00,450.00
D,D9-1155,PLA,Pendant - 3 x 4W LED PCB - 120V - 2700K - 3 x 300lm - Copper Lacquer,560.00,450.00
D,D9-1156,PLA,Pendant - 3 x 4W LED PCB - 120V - 2700K - 3 x 300lm - Gold Lacquer,560.00,450.00
D,D9-1157,PLA,Pendant - 3 x 7W LED PCB - 120V - 2700K - 3 x 560lm - White Textured Lacquer,1230.00,986.00
D,D9-1158,PLA,Pendant - 3 x 7W LED PCB - 120V - 2700K - 3 x 560lm - Gray Lacquer,1250.00,1002.00
D,D9-1159,PLA,Pendant - 3 x 7W LED PCB - 120V - 2700K - 3 x 560lm - Copper Lacquer,1250.00,1002.00
D,D9-1160,PLA,Pendant - 3 x 7W LED PCB - 120V - 2700K - 3 x 560lm - Gold Lacquer,1250.00,1002.00
D,D9-1161,BOLETA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Grey Lacquer & Gold Lacquer,596.00,480.00
D,D9-1162,BOLETA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Copper Lacquer,592.00,476.00
D,D9-1163,BOLETA,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - White Textured Lacquer,588.00,474.00
D,D9-1164,BOLETA,Pendant - 1 x 11W LED D.O.B. - 120V - 2700K - 845lm - Grey Lacquer & Gold Lacquer,776.00,624.00
D,D9-1165,BOLETA,Pendant - 1 x 11W LED D.O.B. - 120V - 2700K - 854lm - Copper Lacquer,770.00,620.00
D,D9-1166,BOLETA,Pendant - 1 x 11W LED D.O.B. - 120V - 2700K - 845lm - White Textured Lacquer,766.00,616.00
D,D9-1167,KEFREN,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - White Textured Lacquer,558.00,450.00
D,D9-1168,KEFREN,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Grey Lacquer  ,564.00,454.00
D,D9-1169,KEFREN,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Copper Lacquer,560.00,452.00
D,D9-1170,KEFREN,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Gold Lacquer,560.00,452.00
D,D9-1171,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - White Textured Lacquer,404.00,322.00
D,D9-1172,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Grey Lacquer & Gold Lacquer,404.00,326.00
D,D9-1173,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Copper Lacquer,404.00,324.00
D,D9-1174,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Gold Lacquer,402.00,324.00
D,D9-1175,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - White Textured Lacquer,486.00,392.00
D,D9-1176,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Grey Lacquer & Gold Lacquer,490.00,396.00
D,D9-1177,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Copper Lacquer,490.00,394.00
D,D9-1178,KASK,Pendant - 1 x 7W LED D.O.B. - 120V - 2700K - 560lm - Gold Lacquer,490.00,394.00
D,D9-1179,PLA,Pendant - 3 x 11W LED PCB - 120V - 2700K - 3 x 560lm - White Textured Lacquer,0.00,0.00
D,D9-1180,PLA,Pendant - 3 x 11W LED PCB - 120V - 2700K - 3 x 560lm - Gray Lacquer,0.00,0.00
D,D9-1181,PLA,Pendant - 3 x 11W LED PCB - 120V - 2700K - 3 x 560lm - Copper Lacquer,0.00,0.00
D,D9-1182,PLA,Pendant - 3 x 11W LED PCB - 120V - 2700K - 3 x 560lm - Gold Lacquer,0.00,0.00
D,D9-1186,ALINA,Pendant - 12W LED Retrofit - E26  -120V - 2700K - White Textured Lacquer & Gold Lacquer,1312.00,1052.00
D,D9-1187,ALINA,Pendant - 12W LED Retrofit - E26  -120V - 2700K - Gray Lacquer & Gold Lacquer,1292.00,1036.00
D,D9-1188,ALINA,Pendant - 12W LED Retrofit - E26  -120V - 2700K - Gray Black & Gold Lacquer,1286.00,1032.00
D,D9-1189,ALINA,Pendant - 12W LED Retrofit - E26  -120V - 2700K - Brushed Aluminum & Black,1296.00,1040.00
D,D9-2014,DAU Spot,Flush Mount - Brushed Aluminum,238.00,190.00
D,D9-2016,DAU Spot,2 Light Ceiling Spot,732.00,588.00
D,D9-2017,DAU Spot,3 Light Ceiling Spot,980.00,788.00
D,D9-2018,DAU Spot,4 Light Ceiling Spot,1276.00,1024.00
D,D9-2019,DAU Spot,1 Light Ceiling Spot Light - Brushed Aluminum,380.00,306.00
D,D9-2020,DAU Spot,4 Light Ceiling Spot,1322.00,1062.00
D,D9-2021,POLIFEMO,2 Light Flush Mount- Gray,446.00,354.00
D,D9-2022,POLIFEMO,4 Light Flush Mount,698.00,558.00
D,D9-2023,POLIFEMO,4 Light Flush Mount,694.00,554.00
D,D9-2028,DAU Spot,1 Light Ceiling Spot Light - Brushed Aluminum,382.00,308.00
D,D9-2029,DAU Spot,2 Light Flush Mount- Brushed Aluminum,506.00,406.00
D,D9-2030,DAU Spot,3 Light Flush Mount- Brushed Aluminum,680.00,548.00
D,D9-2032,POLIFEMO,5 Light Flush Mount,842.00,674.00
D,D9-2036,LINEA,Flush Mount,618.00,496.00
D,D9-2037,LINEA,Flush Mount,768.00,614.00
D,D9-2038,LINEA,Flush Mount,858.00,686.00
D,D9-2042,MINI RONDO ,Flush Mount,218.00,176.00
D,D9-2045,CIRCE,1 Light Spot Flush Mount,386.00,386.00
D,D9-2048,CIRCE,4 Light Spot Flush Mount,1050.00,1050.00
D,D9-2051,POLIFEMO,1 Light Flush Mount,324.00,262.00
D,D9-2052,DAU SPOT,Flush Mount - Satin Black Aluminum,234.00,188.00
D,D9-2053,LINEA,Flush Mount - Satin Black Aluminum,760.00,760.00
D,D9-2061,DAU SPOT,Flush Mount (White),204.00,164.00
D,D9-2062,POLIFEMO,Flush Mount 2 Light White,454.00,362.00
D,D9-2063,POLIFEMO,Flush Mount 4 Light White,708.00,568.00
D,D9-2064,POLIFEMO,Flush Mount 4 Light White,724.00,580.00
D,D9-2065,POLIFEMO,Flush Mount 5 Light White,864.00,690.00
D,D9-2066,POLIFEMO,Flush Mount 1 Light White,360.00,290.00
D,D9-2074,ONA,Flush Mount,838.00,670.00
D,D9-2075,ONA,Flush Mount,1158.00,922.00
D,D9-2076,KRONN,Flush Mount Chrome,376.00,302.00
D,D9-2077,KRONN,Flush Mount White,312.00,250.00
D,D9-2078,KRONN,Flush Mount Chrome,406.00,326.00
D,D9-2079,KRONN,Flush Mount White,322.00,260.00
D,D9-2080,KRONN,Flush Mount Chrome,244.00,196.00
D,D9-2081,KRONN,Flush Mount White,182.00,146.00
D,D9-2082,KRONN,Flush Mount Chrome,290.00,232.00
D,D9-2083,KRONN,Flush Mount White,214.00,170.00
D,D9-2084,KRONN,Flush Mount 3 Light Chrome,876.00,702.00
D,D9-2085,KRONN,Flush Mount 3 Light White,704.00,564.00
D,D9-2086,KRONN,Flush Mount 2 Light Chrome,612.00,490.00
D,D9-2087,KRONN,Flush Mount 2 Light White,482.00,388.00
D,D9-2090,DICKEY SQUARE,Flush Mount - 1 x Medium Base CFL,754.00,604.00
D,D9-2091,DICKEY SQUARE,Flush Mount 2 x Medium Base CFL,1018.00,814.00
D,D9-2097,POLIFEMO,Ceiling /Wall Mount 3 x LED,630.00,508.00
D,D9-2098,POLIFEMO,Ceiling /Wall Mount 4 x LED,782.00,630.00
D,D9-2102,TUB LED,Ceiling Mount - 1 x 4W - Aluminum,496.00,400.00
D,D9-2103,TUB LED,Ceiling/Wall - 1 x 4W - White,434.00,350.00
D,D9-2104,TUB LED,Ceiling Mount - 1 x 4W - Aluminum,322.00,258.00
D,D9-2105,TUB LED,Ceiling Mount - 1 x 4W - White,292.00,234.00
D,D9-2106,TUB LED,Ceiling Mount - 2 x 4W - Aluminum,720.00,580.00
D,D9-2107,TUB LED,Ceiling Mount - 2 x 4W - White,650.00,522.00
D,D9-2108,TUB LED,Ceiling Mount - 3 x 4W - Aluminum,880.00,708.00
D,D9-2109,TUB LED,Ceiling Mount - 3 x 4W - White,758.00,610.00
D,D9-2126,DAU SPOT LED,Ceiling Mount - 1 x 10W - 350mA - Satin Aluminum,498.00,400.00
D,D9-2127,DAU SPOT LED,Ceiling Mount - 1 x 10W - 350mA - Black Satin Aluminum,502.00,404.00
D,D9-2128,DAU SPOT LED,Ceiling Mount - 1 x 10W - 350mA - White,490.00,394.00
D,D9-2129,PUNT LED,Ceiling 1 x 4W - 3000K - 215 lm,274.00,220.00
D,D9-2130,DAU LED,Ceiling Mount - 1 x 4W - Chrome,286.00,230.00
D,D9-2131,DAU LED,Ceiling Mount - 1 x 4W - White,250.00,202.00
D,D9-2132,SOL LED,Wall Mount 1x 14W LED - White,304.00,246.00
D,D9-2133,DAU Spot,1 Light Ceiling Spot Light - Satin Black Aluminum,354.00,284.00
D,D9-2134,DAU Spot,1 Light Ceiling Spot Light - White,382.00,306.00
D,D9-2136,DAU Spot,Flush Mount - Satin Black Aluminum,380.00,306.00
D,D9-2147,TUB,1 x 4W LED 120V 3000K Aluminum/Black,214.00,172.00
D,D9-2148,TUB,1 x 4W LED 120V 3000K Black/Aluminum,204.00,164.00
D,D9-2149,TUB,1 x 4W LED 120V 3000K White/Black,204.00,164.00
D,D9-2188,DAU LED,Ceiling / Wall mount - 1 x 10W LED - 350mA - Brushed Aluminum,624.00,504.00
D,D9-2189,DAU LED,Ceiling / Wall mount - 1 x 10W LED - 350mA -  Black,634.00,510.00
D,D9-2190,DAU LED,Ceiling / Wall mount - 1 x 10W LED - 350mA - White,638.00,514.00
D,D9-2192,TUB LED,Ceiling 2 Light - Stainless Steel / Black,468.00,378.00
D,D9-2193,TUB LED,Ceiling 2 Light - White / White,444.00,358.00
D,D9-2194,LACRIMA,Ceiling Mount - 7 x 6w LED - 2900K ,3036.00,2438.00
D,D9-2204,DAU Spot,2 Light Flush Mount- White,486.00,390.00
D,D9-2205,DAU Spot,3 Light Flush Mount- White,620.00,498.00
D,D9-2208,LACRIMA,Ceiling Mount - 10 x 6w LED - 2900K,5298.00,4250.00
D,D9-2209,BO-LA,Ceiling Mount - 1 x 11w LED D.O.B. - 2700K - White,570.00,458.00
D,D9-2210,BO-LA,Ceiling Mount - 1 x 11w LED D.O.B. - 2700K - black,570.00,458.00
D,D9-2211,BO-LA,Ceiling Mount - 1 x 11w LED D.O.B. - 2700K - Satin Gold,680.00,548.00
D,D9-2212,BO-LA,Ceiling Mount - 1 x 11w LED D.O.B. - 2700K - Brushed Nickel,648.00,520.00
D,D9-2213,BO-LA,Ceiling Mount - 1 x 11w LED D.O.B. - 2700K - Satin Copper,690.00,554.00
D,D9-2226,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - White Textured Lacquer,720.00,578.00
D,D9-2227,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - Margeno Gray Lacquer,720.00,578.00
D,D9-2228,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - red Lacquer,720.00,578.00
D,D9-2229,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - Gold Lacquer,720.00,578.00
D,D9-2230,ALINA,Ceiling Mount - 370mm - 2 x 12W LED Retrofit - 26E -2700K - 1100lm - Textured White /Gold Lacquer,796.00,640.00
D,D9-2231,ALINA,Ceiling Mount - 370mm - 2 x 12W LED Retrofit - 26E -2700K - 1100lm - Marengo Gray Lacquer / Gold Lacquer,796.00,640.00
D,D9-2232,ALINA,Ceiling Mount - 370mm - 2 x 12W LED Retrofit - 26E -2700K - 1100lm - Metallic Gray Lacquer / Gold Lacquer,796.00,640.00
D,D9-2233,ALINA,Ceiling Mount - 370mm - 2 x 12W LED Retrofit - 26E -2700K - 1100lm - Stainless Steel / Black,812.00,654.00
D,D9-2234,ALINA,Ceiling Mount - 500mm - 3 x 12W LED Retrofit - 26E -2700K - 1100lm - Textured White Lacquered Gold,964.00,776.00
D,D9-2235,ALINA,Ceiling Mount - 500mm - 3 x 12W LED Retrofit - 26E -2700K - 1100lm - Marengo Gray Lacquer / Gold Lacquer,968.00,782.00
D,D9-2236,ALINA,Ceiling Mount - 500mm - 3 x 12W LED Retrofit - 26E -2700K - 1100lm - Metallic Gray Lacquer / Gold Lacquer,966.00,778.00
D,D9-2237,ALINA,Ceiling Mount - 500mm - 3 x 12W LED Retrofit - 26E -2700K - 1100lm - Stainless Steel / Black,976.00,786.00
D,D9-2238,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - White Textured Lacquer,658.00,530.00
D,D9-2239,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - Margeno Gray Lacquer,658.00,530.00
D,D9-2240,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - Metallic Gray Lacquer,658.00,530.00
D,D9-2241,POP,Ceiling Mount - 393mm - 2 x 12W LED Retrofit - 26E -2700K -1100lm - Gold Lacquer,658.00,530.00
D,D9-3000,RA,Wall Mount,782.00,628.00
D,D9-3003,RA,Wall Mount,346.00,278.00
D,D9-3004,RA,Wall Mount,500.00,402.00
D,D9-3006,LOFT,Wall Mount 2 Light - Nickel,424.00,424.00
D,D9-3008,ODILE,Wall Mount - Satin Nickel Plated,268.00,216.00
D,D9-3018,FINESTRA,Wall Mount,440.00,440.00
D,D9-3019,FINESTRA,Wall Mount,524.00,524.00
D,D9-3022,PARAL.LEL,Wall Mount,256.00,206.00
D,D9-3023,PARAL.LEL,Wall Mount,308.00,248.00
D,D9-3024,PARAL.LEL,Wall Mount,390.00,314.00
D,D9-3025,PARAL.LEL,Wall Mount,354.00,354.00
D,D9-3026,PARAL.LEL,Wall Mount,366.00,366.00
D,D9-3028,OVAL,Wall Mount,230.00,230.00
D,D9-3029,OVAL,Wall Mount,230.00,230.00
D,D9-3030,WOODY,Wall Mount,598.00,598.00
D,D9-3031,LOFT F,Wall Mount,712.00,712.00
D,D9-3032,TESEO,Wall Mount,330.00,330.00
D,D9-3038,PETAKA,Wall Mount  (Left),490.00,490.00
D,D9-3039,MINI,Wall Mount,196.00,158.00
D,D9-3040,MINI,Wall Mount,168.00,136.00
D,D9-3041,DAU,Wall Mount,310.00,250.00
D,D9-3044,DAU DOBLE,Wall Mount - Brushed Aluminum,380.00,306.00
D,D9-3045,BLOC,1 Light Wall Mount,290.00,290.00
D,D9-3048,BLOC,3 Light Wall Mount,560.00,560.00
D,D9-3049,SOL,Wall Mount,254.00,254.00
D,D9-3050,SPACE,1 Light Wall Mount,272.00,272.00
D,D9-3051,SPACE,1 Light Wall Mount,350.00,350.00
D,D9-3052,SPACE,1 Light Wall Mount,410.00,410.00
D,D9-3053,MINI SIGNAL,Wall Mount - NUMBERS,218.00,176.00
D,D9-3054,MINI SIGNAL,Wall Mount - HANDICAP,220.00,176.00
D,D9-3055,MINI SIGNAL,Wall Mount - MENSROOM,210.00,170.00
D,D9-3056,MINI SIGNAL,Wall Mount - LADIES ROOM,210.00,170.00
D,D9-3057,MINI SIGNAL,Wall Mount - MEN/WOMEN,214.00,172.00
D,D9-3058,CIRCE,1 Light Wall Mount,248.00,248.00
D,D9-3073,DAU,1 Light  Wall Mount - Black Satin Aluminum ,298.00,240.00
D,D9-3074,DAU DOBLE,Wall Mount - Black Satin Aluminum,384.00,310.00
D,D9-3079,DAU DOBLE,Wall Mount - White,354.00,284.00
D,D9-3080,DAU,Wall Mount - White,296.00,238.00
D,D9-3081,DAU,Wall Mount - Aluminum,268.00,216.00
D,D9-3082,DAU,Wall Mount - Black Satin Aluminum,278.00,224.00
D,D9-3083,DAU,Wall Mount - White,260.00,210.00
D,D9-3090,ELEA LECTURA,Wall Swing Arm - Nickel,610.00,490.00
D,D9-3092,ELEA AMBIENTE,Wall Swing Arm - Nickel,620.00,498.00
D,D9-3095,DAU,2 Light Wall Mount - Aluminum,552.00,446.00
D,D9-3096,DAU,2 Light Wall Mount - Black Satin Aluminum,578.00,466.00
D,D9-3097,DAU,2 Light Wall Mount - White,538.00,432.00
D,D9-3098,KRONN,Wall Mount - Chrome,424.00,342.00
D,D9-3099,KRONN,Wall Mount - White,318.00,256.00
D,D9-3107,T-LED,Wall Mount,458.00,370.00
D,D9-3108,T-LED,Wall Mount - 2 Light,604.00,490.00
D,D9-3109,T-LED,Wall Mount - 3 Light,850.00,686.00
D,D9-3122,MINI LED,Wall Mount,368.00,296.00
D,D9-3123,MINI LED,Wall Mount,364.00,296.00
D,D9-3124,MINI SIGNAL LED,Wall Mount - MENSROOM,382.00,308.00
D,D9-3125,MINI SIGNAL LED,Wall Mount - LADIES ROOM,382.00,308.00
D,D9-3126,MINI SIGNAL LED,Wall Mount - MEN/WOMEN,382.00,308.00
D,D9-3127,MINI SIGNAL LED,Wall Mount - NUMBERS,386.00,312.00
D,D9-3129,ODILE,Wall Mount - Satin Nickel Plated,308.00,248.00
D,D9-3130,DAU LED,Wall Mount,410.00,330.00
D,D9-3131,DAU LED,Wall Mount,384.00,310.00
D,D9-3132,DAU LED,Wall Mount,312.00,252.00
D,D9-3133,DAU LED,Wall Mount,286.00,230.00
D,D9-3134,TUB-LED,Wall Mount 1 x 4W LED Chrome,356.00,286.00
D,D9-3135,TUB-LED,Wall Mount 1 x 4W LED White,320.00,258.00
D,D9-3136,TUB-LED,Wall Mount 1 x 4W LED Chrome,514.00,414.00
D,D9-3137,TUB-LED,Wall Mount 1 x 4W LED White,454.00,366.00
D,D9-3141,3 LED,3 LED - Wall Mount 3 x 4W LED White,584.00,470.00
D,D9-3146,DAU-LED,Wall Mount 1 x 4W LED - Aluminum,374.00,302.00
D,D9-3147,DAU-LED,Wall Mount 1x4W LED - White,390.00,312.00
D,D9-3148,DAU-LED,Wall Mount 2 x 4W LED - Aluminum,508.00,410.00
D,D9-3149,DAU-LED,Wall Mount 2 x 4W LED - White,494.00,398.00
D,D9-3150,DAU DOUBLE LED,Wall Mount 4 x 10W LED - Aluminum,946.00,762.00
D,D9-3151,DAU DOUBLE LED,Wall Mount 4 x 10W LED - White,912.00,734.00
D,D9-3152,DAU-LED,Wall Mount 2 x 4W LED - Aluminum,526.00,422.00
D,D9-3153,DAU-LED,Wall Mount 2 x 4W LED - White,526.00,422.00
D,D9-3168,T-LED,Wall Mount - 2 x 4W LED - White,406.00,326.00
D,D9-3170,T-LED,Wall Mount - 3 x 4W LED - White,526.00,424.00
D,D9-3171,T-LED,Wall Mount - 5 x 4W LED - White,706.00,568.00
D,D9-3172,PUNS,Wall Mount - 2 x 4W LED - Chrome,402.00,322.00
D,D9-3173,PUNS,Wall Mount - 2 x 4W LED - White,356.00,288.00
