Cat.,Zaneen Model #,Series,Description, CAD MSRP  ,USD MSRP 
D,D5-1064BRA,SPHERE,Suspension - 1x4W LED -E12 - 120V - Brass  20 D.,460.00,370.00
D,D5-1064PWT,SPHERE,Suspension - 1x4W LED -E12 - 120V -Pewter  20 D.,460.00,370.00
D,D5-1057BRA,SPHERE,Suspension - 1x6W LED -E26 - 120V - Brass  35 D.,744.00,594.00
D,D5-1057PWT,SPHERE,Suspension - 1x6W LED -E26 - 120V - Pewter  35 D.,744.00,594.00
D,D5-1058BRA,SPHERE,Suspension - 1x6W LED -E26 - 120V - Brass  50 D.,1140.00,906.00
D,D5-1058PWT,SPHERE,Suspension - 1x6W LED -E26 - 120V - Pewter  50 D.,1140.00,906.00
D,D5-1059BRA,SPHERE,Suspension - 1x6W LED -E26 - 120V - Brass  65 D.,1742.00,1378.00
D,D5-1059PWT,SPHERE,Suspension - 1x6W LED -E26 - 120V - Pewter  65 D.,1742.00,1378.00
D,D5-1060BRA,SPHERE,Suspension - 1x6W LED -E26 - 120V - Brass  9 -5 D.,214.00,172.00
D,D5-1060PWT,SPHERE,Suspension - 1x6W LED -E26 - 120V - Pewter  9 -5 D.,214.00,172.00
D,D5-4044BRA,SPHERE,Table Lamp - 1x6W LED -E26 - 120V - Brass ,318.00,254.00
D,D5-4044PWT,SPHERE,Table Lamp - 1x6W LED -E26 - 120V - Pewter  ,318.00,254.00
D,D5-4045BRA,SPHERE,Floor Lamp - 1x6W LED -E26 - 120V - Brass ,676.00,534.00
D,D5-4045PWT,SPHERE,Floor Lamp - 1x6W LED -E26 - 120V - Pewter ,676.00,534.00
