Cat.,Zaneen Model #,Series,Description,CAD MSRP ,USD MSRP 
D,D8-4359,JACKIE,Desk Lamp with Pin - 8W LED - 3000K - CRI 90 - White,628.00,498.00
D,D8-4360,JACKIE,Desk Lamp with Pin  - 8W LED - 3000K - CRI 90 - Black,628.00,498.00
D,D8-4361,JACKIE,Desk Lamp with Pin  - 8W LED - 3000K - CRI 90 - Red,698.00,564.00
D,D8-4362,JACKIE,Desk Lamp with Pin  - 8W LED - 3000K - CRI 90 - Titanium,746.00,598.00
D,D8-4363,JACKIE,Floor Lamp - 8W LED - 3000K - CRI 90 - White,1186.00,950.00
D,D8-4364,JACKIE,Floor Lamp - 8W LED - 3000K - CRI 90 - Black,1186.00,950.00
D,D8-4365,JACKIE,Floor Lamp - 8W LED - 3000K - CRI 90 - Red,1328.00,1066.00
D,D8-4366,JACKIE,Floor Lamp - 8W LED - 3000K - CRI 90 - Titanium,1352.00,1084.00
D,D8-6480,FLAT,Recessed Ceiling  - 46W 3000K - White,1596.00,1244.00
D,D8-6481,FLAT,Recessed Ceiling - 46W 3000K -  Metallized Brown,upon request,upon request
D,D8-6482,FLAT,Recessed Ceiling - 46W 3000K -  Gold Leaf,upon request,upon request
D,D8-6483,FLAT,Recessed Ceiling - 46W 3000K -  Silver Leaf,upon request,upon request
D,D8-6484,FLAT,Recessed Ceiling - 46W 3000K -  Copper Leaf,upon request,upon request
D,D8-6043,INVISIBLI,Fixed Fluoresent.280mm 2x26W,1004.00,794.00
D,D8-6045,INVISIBLI,Fixed Fluorescent (70mm x 295mm) 1x 26W,1008.00,796.00
D,D8-6053,INVISIBLI,Fixed Fluorescent (260mm x 260mm) 2x26W,1022.00,806.00
D,D8-6054,INVISIBLI,Fixed Fluorescent (160mm x 255mm) 1x26W,698.00,548.00
D,D8-6109,INVISIBLI,Fixed Plaster Light LED 3000K (260mm x 260mm),1120.00,886.00
D,D8-6111,INVISIBLI,White Plaster Step Light LED 3000K (50mm x 100mm),274.00,220.00
D,D8-6112,INVISIBLI,White Plaster Step Light LED 3000K (55mm x 100mm),274.00,220.00
D,D8-6113,INVISIBLI,White Plaster Step Light LED 3000K (60mm x 100mm),274.00,220.00
D,D8-6114,INVISIBLI,White Plaster Step Light LED 3000K (55mm x 100mm),274.00,220.00
D,D8-6200,INVISIBLI,Adjustable Plaster Housing Frame (150mm x 150mm) w/LED 3000K 6.8W 350mA 40° 503lm IP20,404.00,326.00
D,D8-6202,INVISIBLI,Adjustable Plaster Housing Frame (150mm x 150mm) w/LED 3000K 10.2W 700mA 40° 990lm IP20,482.00,388.00
D,D8-6204,INVISIBLI,Adjustable Plaster Housing Frame (275mm x 150mm) w/LED 3000K 6.8W 350mA 40° 503lm IP20,668.00,538.00
D,D8-6206,INVISIBLI,Adjustable Plaster Housing Frame (275mm x 150mm) w/LED 3000K 10.2W 700mA 40° 990lm IP20,820.00,660.00
D,D8-6208,INVISIBLI,Adjustable Plaster Housing Frame (380mm x 150mm) w/LED 3000K 6.8W 350mA 40° 503lm IP20,932.00,752.00
D,D8-6210,INVISIBLI,Adjustable Plaster Housing Frame (380mm x 150mm) w/LED 3000K 10.2W 700mA 40° 990lm IP20,1162.00,936.00
D,D8-6212,INVISIBLI,Fixed Plaster Housing Frame (115mm x 115mm) w/LED 3000K 6.8W 350mA 40° 503lm IP20,312.00,252.00
D,D8-6214,INVISIBLI,Fixed Plaster Housing Frame (115mm x 115mm) w/LED 3000K 10.2W 700mA 40° 990lm IP20,390.00,314.00
D,D8-6220,INVISIBLI,Fixed Plaster Housing Frame (120mm x 120mm) w/ LED 3000K 6.8W 350mA 40° 503lm IP20,312.00,252.00
D,D8-6222,INVISIBLI,Adjustable Plaster Housing Frame (200mm x 200mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,746.00,578.00
D,D8-6224,INVISIBLI,Adjustable Plaster Housing Frame (215mm x 215mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,752.00,582.00
D,D8-6226,INVISIBLI,Fixed Plaster Housing Frame (80mm x 420mm) w/ LED 3000K 6.8W 350mA 43° 503lm IP20,648.00,522.00
D,D8-6228,INVISIBLI,Fixed Plaster Housing Frame (80mm x 420mm) w/ LED 3000K 10.2W 700mA 43° 990lm IP20,726.00,584.00
D,D8-6230,INVISIBLI,Adjustable Plaster Housing Frame (170mm x 170mm) W/ LED 3000K 6.8W 350mA 43° 503lm IP20,424.00,340.00
D,D8-6232,INVISIBLI,Adjustable Plaster Housing Frame (170mm x 170mm) w/ LED 3000K 10.2W 700mA 43° 990lm IP20,500.00,402.00
D,D8-6234,INVISIBLI,Fixed Plaster Housing Frame (97mm x 97mm) w/ LED 3000K 6.8W 350mA 43° 503lm IP20,220.00,176.00
D,D8-6236,INVISIBLI,Fixed Plaster Housing Frame (97mm x 97mm) w/ LED 3000K 10.2W 700mA 43° 990lm IP20,298.00,238.00
D,D8-6238,INVISIBLI,Fixed Plaster Housing Frame (60mm) w/ LED 3000K 6.8W 350mA 43° 503lm IP20,222.00,178.00
D,D8-6240,INVISIBLI,Fixed Plaster Housing Frame (60mm) w/ LED 3000K 10.2W 700mA 43° 990lm IP20,298.00,240.00
D,D8-6242,INVISIBLI,Fixed Plaster Housing Frame (130mm x 130mm) w/ LED 3000K 6.8W 350mA 43° 503lm IP20,292.00,234.00
D,D8-6244,INVISIBLI,Fixed Plaster Housing Frame (130mm x 130mm) w/ LED 3000K 10.2W 700mA 43° 990lm IP20,370.00,298.00
D,D8-6246,INVISIBLI,Adjustable Plaster Housing Frame (180mm x 180mm) w/ LED 3000K 6.8W 350mA 43° 503lm IP20,424.00,340.00
D,D8-6248,INVISIBLI,Adjustable Plaster Housing Frame (180mm x 180mm) w/ LED 3000K 10.2W 700mA 43° 990lm IP20,500.00,402.00
D,D8-6260,INVISIBLI,White Plaster w/Adjustable Metallized Gray/White (200mm x 200mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,770.00,596.00
D,D8-6262,INVISIBLI,White Plaster w/Adjustable Metallized Gray/Black (200mm x 200mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,770.00,596.00
D,D8-6264,INVISIBLI,White Plaster w/Adjustable Metallized Gray/White (200mm x 350mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,1312.00,1006.00
D,D8-6266,INVISIBLI,White Plaster w/Adjustable Metallized Gray/Black (200mm x 350mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,1312.00,1006.00
D,D8-6268,INVISIBLI,White Plaster w/Adjustable Metallized Gray/White (200mm x 490mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,1872.00,1432.00
D,D8-6270,INVISIBLI,White Plaster w/Adjustable Metallized Gray/Black (200mm x 490mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,1872.00,1432.00
D,D8-6272,INVISIBLI,Fixed Plaster Housing Frame (500mm x 500mm) w/ LED 3000K 12W 12V 25° 420lm Lamp,944.00,734.00
D,D8-6274,INVISIBLI,Fixed Plaster Housing Frame (115mm x 115mm) - with Glass w/ LED 3000K 5W 350mA 43° 503lm IP20,334.00,266.00
D,D8-6275,INVISIBLI,Fixed Plaster Housing Frame (115mm x 115mm) - with Glass w/ LED 3000K 10W 700mA 43° 990lm IP20,410.00,328.00
D,D8-6276,INVISIBLI,Fixed Round Plaster Housing Frame w/ LED 3000K 5W 350mA 43° 570lm CRI>80,190.00,152.00
D,D8-6277,INVISIBLI,Fixed Round Plaster Housing Frame w/ LED 3000K 10W 700mA 43° 1080lm CRI>80,266.00,214.00
D,D8-6278,INVISIBLI,Fixed Square Plaster Housing Frame w/ LED 3000K 5W 350mA 43° 570lm CRI>80,190.00,152.00
D,D8-6279,INVISIBLI,Fixed Square Plaster Housing Frame w/ LED 3000K 10W 700mA 43° 1080lm CRI>80,266.00,214.00
D,D8-6280,INVISIBLI,Fixed Square Plaster Housing Frame + LED 3000K 12W 12V 25° 420lm Lamp,430.00,324.00
D,D8-6281,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass w/ LED 3000K 5W 350mA 43° 570lm CRI>80,430.00,344.00
D,D8-6282,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass w/ LED 3000K 10W 700mA 43° 1080lm CRI>80,504.00,404.00
D,D8-6283,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass,1104.00,876.00
D,D8-6284,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass,784.00,620.00
D,D8-6285,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass w/ LED 3000K 5W 350mA 43° 570lm CRI>80,416.00,334.00
D,D8-6286,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass w/ LED 3000K 10W 700mA 43° 1080lm CRI>80,494.00,396.00
D,D8-6287,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass w/ LED 3000K 5W 350mA 43° 570lm CRI>80,416.00,334.00
D,D8-6288,INVISIBLI,Fixed Plaster Recessed Housing Frame with Glass w/ LED 3000K 10W 700mA 43° 1080lm CRI>80,494.00,396.00
D,D8-6289,INVISIBLI,Fixed Plaster Light LED 18W 3000K,1092.00,866.00
D,D8-6290,INVISIBLI,Fixed Plaster Light LED 11W 3000K,1068.00,847.00
D,D8-6291,INVISIBLI,Fixed Plaster Light LED 12W 3000K,598.00,472.00
A,D8-6324,BROOKLYN,510mm Profile with Disposable Shield for Levelling,76.00,62.00
A,D8-6325,BROOKLYN,1010mm Profile with Disposable Shield for Levelling,156.00,124.00
A,D8-6326,BROOKLYN,2010mm Profile with Disposable Shield for Levelling,304.00,242.00
A,D8-6327,BROOKLYN,3010mm Profile with Disposable Shield for Levelling,508.00,406.00
A,D8-6328,BROOKLYN OUT,500mm 28 LED 8.5W 24V 3000K CRI>80 strip w/Screen and reflector,138.00,110.00
A,D8-6329,BROOKLYN OUT,125mm 7 LED 2.1W 24V 3000K CRI>80 strip w/Screen and reflector,52.00,42.00
A,D8-6330,BROOKLYN,Wing nut in Drywall for adjustable installation for XG2033,46.00,36.00
A,D8-6331,BROOKLYN,Pair of end Components with Screws for XG2033,24.00,20.00
A,D8-6332,BROOKLYN TRIM,Plate for Fixing to Brick,24.00,20.00
A,D8-6333,BROOKLYN OUT,Polycarbonate Screen 3700mm,180.00,146.00
A,D8-6334,BROOKLYN OUT/TRIM,1000mm Dividable Reflector in Polished Aluminum,44.00,36.00
A,D8-6335,BROOKLYN,Mounting Plate for Suspension Cables,20.00,16.00
A,D8-6337,BROOKLYN,Veritcal Angle Connector,30.00,24.00
A,D8-6338,BROOKLYN OUT,Linear Connector,24.00,20.00
A,D8-6339,BROOKLYN,90° Corner connector for XG2033,74.00,60.00
A,D8-6476,BROOKLYN TRIM,90° Corner connector for XG2033,74.00,60.00
A,D8-6340,BROOKLYN,T-Connector for XG2033/XG2035,42.00,32.00
A,D8-6341,BROOKLYN,X-Connector for XG2033/XG2035,46.00,38.00
A,D8-6342,BROOKLYN TRIM,Power Cables,16.00,14.00
A,D8-6357,BROOKLYN OUT,Pair of Adhesive Linear Light Covers,11.00,8.00
A,D8-6358,BROOKLYN OUT,Power Kit for Suspension -White Canopy + 100W Driver,500.00,376.00
A,D8-6392,BROOKLYN TRIM,510mm Profile with Polycarbonate Diffuser,76.00,60.00
A,D8-6394,BROOKLYN TRIM,1010mm Profile with Polycarbonate Diffuser,156.00,124.00
A,D8-6395,BROOKLYN TRIM,2010mm Profile with Polycarbonate Diffuser,304.00,242.00
A,D8-6396,BROOKLYN TRIM,3010mm Profile with Polycarbonate Diffuser,450.00,360.00
A,D8-6397,BROOKLYN TRIM,Wing nut in Drywall for adjustable installation,36.00,28.00
A,D8-6398,BROOKLYN TRIM,Pair of End Caps with Screws,30.00,24.00
A,D8-6399,BROOKLYN OUT,Pair of End Caps with Screws,30.00,24.00
A,D8-6400,BROOKLYN OUT,90° Corner Connector Trimless,82.00,66.00
A,D8-6401,BROOKLYN OUT,Power Kit for Ceiling/wall -White Canopy + 100W Driver,454.00,338.00
A,D8-6442,MANHATTAN,420mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - White,122.00,96.00
A,D8-6442C,MANHATTAN,420mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Copper Leaf,228.00,182.00
A,D8-6442G,MANHATTAN,420mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Gold Leaf,228.00,182.00
A,D8-6442S,MANHATTAN,420mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Silver Leaf,228.00,182.00
A,D8-6443,MANHATTAN,920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - White,264.00,210.00
A,D8-6443C,MANHATTAN,920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Copper Leaf,498.00,400.00
A,D8-6443G,MANHATTAN,920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Gold Leaf,498.00,400.00
A,D8-6443S,MANHATTAN,920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Silver Leaf,498.00,400.00
A,D8-6444,MANHATTAN,1920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - White,550.00,440.00
A,D8-6444C,MANHATTAN,1920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Copper Leaf,1046.00,838.00
A,D8-6444G,MANHATTAN,1920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Gold Leaf,1046.00,838.00
A,D8-6444S,MANHATTAN,1920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Silver Leaf,1046.00,838.00
A,D8-6445,MANHATTAN,2920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - White,832.00,664.00
A,D8-6445C,MANHATTAN,2920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Copper Leaf,1582.00,1268.00
A,D8-6445G,MANHATTAN,2920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Gold Leaf,1582.00,1268.00
A,D8-6445S,MANHATTAN,2920mm Profile with Aluminum Mount for LED and Polycarbonate Diffuser - Silver Leaf,1582.00,1268.00
A,D8-6446,MANHATTAN,LED Strip 3mt Roll - 35W/mt (10.7W/ft) - 24V - 3000K,1040.00,744.00
A,D8-6475,MANHATTAN,LED Strip 3mt Roll - 35W/mt (10.7W/ft) - 24V - 4000K,1040.00,744.00
A,D8-6447,MANHATTAN,Left Turn Angle 90° ,152.00,122.00
A,D8-6448,MANHATTAN,Right Turn Angle 90°,152.00,122.00
A,D8-6449,MANHATTAN,Inside Corner Angle 90°,152.00,122.00
A,D8-6450,MANHATTAN,Outside Corner Angle 90°,152.00,122.00
A,D8-6451,MANHATTAN,Pair of Linear Connectors,34.00,28.00
A,D8-6452,MANHATTAN,Pair of Brackets for False Ceiling Installation,38.00,32.00
A,D8-6453,MANHATTAN,Pair of Brackets for Flush Wall Installation,34.00,28.00
A,D8-6454,MANHATTAN,Plate for Hanging from Ceiling,16.00,12.00
A,D8-6455,MANHATTAN,Pair of End Caps with Screws (White),26.00,22.00
A,D8-6455C,MANHATTAN,Pair of End Caps with Screws (Copper Leaf),52.00,42.00
A,D8-6455G,MANHATTAN,Pair of End Caps with Screws (Gold Leaf),52.00,42.00
A,D8-6455S,MANHATTAN,Pair of End Caps with Screws (Silver Leaf),52.00,42.00
A,D8-6456,MANHATTAN,Power Supply Compartment with Screws,42.00,34.00
A,D8-6474,BROOKLYN OUT,Single Suspension Kit,54.00,44.00
D,D8-6115,INVISIBLI,LED AR111 Retrofit Lamp,316.00,316.00
D,D8-6116,INVISIBLI,LED Lamp 6.8W - 503lm - 350mA - 19.4V - 3000K - 43° CRI>80,110.00,90.00
D,D8-9052,INVISIBLI,LED Lamp 10.2W - 990lm - 350mA - 29.2V - 3000K - 43° CRI>80,188.00,150.00
D,D8-9000,CLASSIC,Glass Screen - 22cm DIA ,38.00,30.00
D,D8-9001,CLASSIC,Glass Screen - 25cm DIA ,44.00,36.00
D,D8-9002,CLASSIC,Glass Screen - 36cm DIA ,72.00,58.00
D,D8-9003,OFFSET,Swag Ceiling Mount Accessory - Metallic Gray,38.00,30.00
D,D8-9004,OFFSET,Swag Ceiling Mount Accessory - Metallic Gray,30.00,24.00
D,D8-9007,OFFSET,Swag Accessory Canopy - 1 Hole - Metallic Gray,84.00,68.00
D,D8-9008,OFFSET,Swag Accessory Canopy - 1 Hole - Nickel,84.00,68.00
D,D8-9009,OFFSET,Swag Accessory Canopy - 2 Hole - Metallic Gray,84.00,68.00
D,D8-9010,OFFSET,Swag Accessory Canopy - 2 Hole - Nickel,84.00,68.00
D,D8-9011,OFFSET,Swag Accessory Canopy - 3 Hole - Metallic Gray,84.00,68.00
D,D8-9012,OFFSET,Swag Accessory Canopy - 3 Hole - Nickel,84.00,68.00
D,D8-9013,ACCESSORY,1.2 MT Track for Cord Hung Pendants,426.00,344.00
D,D8-9014,ACCESSORY,1.2 MT Track for Cord Hung Pendants,426.00,344.00
D,D8-9017,CARRE,Glass Screen 24cm x 24cm,38.00,30.00
D,D8-9024,VENEZIANI,Chain Cover (White),86.00,68.00
D,D8-9026,VENEZIANI,Ceiling Hook,52.00,42.00
D,D8-9028,OFFSET,1 Hole White Canopy (White),84.00,68.00
D,D8-9029,OFFSET,2 Hole White Canopy (White),84.00,68.00
D,D8-9030,OFFSET,3 Hole White Canopy (White),84.00,68.00
D,D8-9031,OFFSET,1 Hole White Canopy (Metallic Gray),84.00,68.00
D,D8-9032,OFFSET,2 Hole White Canopy (Metallic Gray),84.00,68.00
D,D8-9033,OFFSET,3 Hole White Canopy (Metallic Gray),84.00,68.00
D,D8-9034,OFFSET,1 Hole White Canopy (Nickel),92.00,74.00
D,D8-9035,OFFSET,2 Hole White Canopy (Nickel),92.00,74.00
D,D8-9036,OFFSET,3 Hole White Canopy (Nickel),92.00,74.00
D,D8-9037,OFFSET,1 Hole White Canopy (Chrome),92.00,74.00
D,D8-9038,OFFSET,2 Hole White Canopy (Chrome),92.00,74.00
D,D8-9039,OFFSET,3 Hole White Canopy (Chrome),92.00,74.00
D,D8-9040,RALPH,Wall Surface Mounting Bracket,76.00,60.00
D,D8-9041,ACCESSORY,Plaster Kit,100.00,80.00
D,D8-9044,EMMA / CLIO,Canopy 9 Output - Black,268.00,214.00
D,D8-9045,EMMA / CLIO,Canopy 9 Output - Copper,364.00,292.00
,D8-1561,NOLITA OUT,LED Suspension 120cm 3000K,1490.00,1190.00
,D8-2296,NOLITA OUT,LED Surface 120cm 3000K,1264.00,1010.00
,D8-6491,NOLITA TRIM,LED Recessed 120cm 3000K,1364.00,1090.00
