Cat.,Zaneen Model #,Item Status,Series,Description, CAD MSRP  , USD MSRP  
E,L9W57106,New,TETRA APPLIQUE,Wall 75 Bidirectional (2x3 LED) 6W 10° - 50° 4000K,944.00,758.00
E,L9W31806,CURRENT,TETRA APPLIQUE,Wall Deco 140 Bidirectional 18W (2 x 9 LED) 10° 3000K,2396.00,1924.00
E,L9W51106,New,TETRA APPLIQUE,Wall Decò 140 Bidirectional 18W (29 LED) 3000K 10°-50° 120V 50/60Hz,2396.00,1924.00
E,L9W31906,CURRENT,TETRA APPLIQUE,Wall Deco 140 Bidirectional 18W (2 x 9 LED) Eliptic 3000K,2396.00,1924.00
E,L9W32006,CURRENT,TETRA APPLIQUE,Wall Deco 140 Bidirectional 18W (2 x 9 LED) 50° 3000K,2396.00,1924.00
E,L9W32106,CURRENT,TETRA APPLIQUE,Wall Deco 140 Bidirectional 18W (2 x 9 LED) 10° 4000K,2396.00,1924.00
E,L9W51206,New,TETRA APPLIQUE,Wall Decò 140 Bidirectional 18W (29 LED) 4000K 10°-50° 120V 50/60Hz,2396.00,1924.00
E,L9W32206,CURRENT,TETRA APPLIQUE,Wall Deco 140 Bidirectional 18W (2 x 9 LED) Eliptic 4000K,2396.00,1924.00
E,L9W32306,CURRENT,TETRA APPLIQUE,Wall Deco 140 Bidirectional 18W (2 x 9 LED) 50° 4000K,2396.00,1924.00
E,L9W57206,New,TETRA APPLIQUE,Wall Deco 75 Bidirectional (2x3 LED) 6W 10° - 50° 3000K,944.00,758.00
E,L9W57306,New,TETRA APPLIQUE,Wall Deco 75 Bidirectional (2x3 LED) 6W 10° - 50° 4000K,944.00,758.00
E,L9W33806,CURRENT,MONACO 200,Wall Single Direction (12 LED) 19.5W 10° 3000K,2158.00,1732.00
E,L9W34006,CURRENT,MONACO 200,Wall Single Direction (12 LED) 19.5W 50° 3000K,2158.00,1732.00
E,L9W34106,CURRENT,MONACO 200,Wall Single Direction (12 LED) 19.5W 10° 4000K,2158.00,1732.00
E,L9W34306,CURRENT,MONACO 200,Wall Single Direction (12 LED) 19.5W 50° 4000K,2158.00,1732.00
E,L9W35006,CURRENT,MONACO 200,Wall Bidirectional (2x12 LED) 39W 10° 3000K,2962.00,2376.00
E,L9W51306,New,MONACO 200,Wall Bidirectional (2x12 LED) 39W 3000K 10°-50° 120V 50/60Hz,2962.00,2376.00
E,L9W35206,CURRENT,MONACO 200,Wall Bidirectional (2x12 LED) 39W 50° 3000K,2962.00,2376.00
E,L9W35306,CURRENT,MONACO 200,Wall Bidirectional (2x12 LED) 39W 10° 4000K,2962.00,2376.00
E,L9W51406,New,MONACO 200,Wall Bidirectional (2x12 LED) 39W 3000K 10°-50° 120V 50/60Hz,2962.00,2376.00
E,L9W35506,CURRENT,MONACO 200,Wall Bidirectional (2x12 LED) 24W 50° 4000K,2962.00,2376.00
E,L9W51506,New,MONACO 100,Wall Bidirectional (2x3 LED)  6W 3000K 10°-50° 120V 50/60Hz,884.00,710.00
E,L9W56306,New,MONACO 100,Wall Bidirectional (2x3 LED)  6W 4000K 10°-50° 120V 50/60Hz,884.00,710.00
E,L9W516_ _,New,BALI,Wall 32W (4 LED) 3000K Street 120V 50/60Hz,2230.00,1784.00
E,L9W517_ _,New,BALI,Wall 32W (4 LED) 4000K Street 120V 50/60Hz,2230.00,1784.00
E,L9R067_ _,CURRENT,PROMENADE 40,Recessed Wall (3 LED) 5W 3000K,722.00,576.00
E,L9R068_ _,CURRENT,PROMENADE 40,Recessed Wall (3 LED) 5W 4000K,722.00,576.00
E,L9R070_ _,CURRENT,PROMENADE 200,Recessed Wall (5 LED) 11.5W 3000K,818.00,654.00
E,L9R071_ _,CURRENT,PROMENADE 200,Recessed Wall (5 LED) 11.5W 4000K,818.00,654.00
E,L9R073_ _,CURRENT,POST,Post 40 600 mm (3 LED) 5W 3000K,1586.00,1268.00
E,L9R074_ _,CURRENT,POST,Post 40 600 mm (3 LED) 5W 4000K,1586.00,1268.00
E,L9R076_ _,CURRENT,POST,Post 40 900 mm (3 LED) 5W 3000K,1800.00,1438.00
E,L9R077_ _,CURRENT,POST,Post 40 900 mm (3 LED) 5W 4000K,1800.00,1438.00
E,L9R079_ _,CURRENT,POST,Post 200 600 mm (5 LED) 11.5W 3000K,1758.00,1408.00
E,L9R080_ _,CURRENT,POST,Post 200 600 mm (5 LED) 11.5W 4000K,1758.00,1408.00
E,L9R082_ _,CURRENT,POST,Post 200 900 mm (5 LED) 11.5W 3000K,1948.00,1558.00
E,L9R083_ _,CURRENT,POST,Post 200 900 mm (5 LED) 11.5W 4000K,1948.00,1558.00
E,L9R085_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 3000K 10° in max 700mA Square Flange,388.00,312.00
E,L9R090_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 4000K 10° in max 700mA Square Flange,388.00,312.00
E,L9R086_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 3000K 30° in max 700mA Square Flange,388.00,312.00
E,L9R091_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 4000K 30° in max 700mA Square Flange,388.00,312.00
E,L9R087_ _,CURRENT,NANO 400,In-Ground Soft 2.5W (1 LED) 3000K in max 700mA Square Flange,388.00,312.00
E,L9R092_ _,CURRENT,NANO 400,In-Ground Soft 2.5W (1 LED) 4000K in max 700mA Square Flange,388.00,312.00
E,L9R088_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 3000K 120° in max 700mA Square Flange,388.00,312.00
E,L9R093_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 4000K 120° in max 700mA Square Flange,388.00,312.00
E,L9R095_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 3000K Ellittico in max 700mA,388.00,312.00
E,L9R096_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 4000K Ellittico in max 700mA,388.00,312.00
E,L9R089_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 3000K 50° in max 700mA Square Flange,388.00,312.00
E,L9R094_ _,CURRENT,NANO 400,In-Ground 2.5W (1 LED) 4000K 50° in max 700mA Square Flange,388.00,312.00
E,L9I56004,New,MICRO FULL INOX,Roll Over 1 Opening 1 -5W LED 3000K,876.00,706.00
E,L9I56104,New,MICRO FULL INOX,Roll Over 2 Opening 1 -5W LED 3000K,928.00,748.00
E,L9I56204,New,MICRO FULL INOX,Roll Over 1 Opening 1 -5W LED 4000K,876.00,706.00
E,L9I56304,New,MICRO FULL INOX,Roll Over 2 Opening 1 -5W LED 4000K,928.00,748.00
E,L9I56404,New,MICRO FULL INOX,In-Ground 5W LED 3000K 10° 24V,842.00,678.00
E,L9I56504,New,MICRO FULL INOX,In-Ground 5W LED 3000K 30° 24V,842.00,678.00
E,L9I56604,New,MICRO FULL INOX,In-Ground 5W LED 3000K 50° 24V,842.00,678.00
E,L9I56704,New,MICRO FULL INOX,In-Ground 5W LED 4000K 10° 24V,842.00,678.00
E,L9I56804,New,MICRO FULL INOX,In-Ground 5W LED 4000K 30° 24V,842.00,678.00
E,L9I56904,New,MICRO FULL INOX,In-Ground 5W LED 4000K 50° 24V,842.00,678.00
E,L9I57004,New,MICRO FULL INOX,In-Ground 5W LED 3000K 10° 230V,908.00,732.00
E,L9I57104,New,MICRO FULL INOX,In-Ground 5W LED 3000K 30° 230V,908.00,732.00
E,L9I57204,New,MICRO FULL INOX,In-Ground 5W LED 3000K 50° 230V,908.00,732.00
E,L9I57304,New,MICRO FULL INOX,In-Ground 5W LED 4000K 10° 230V,908.00,732.00
E,L9I57404,New,MICRO FULL INOX,In-Ground 5W LED 4000K 30° 230V,908.00,732.00
E,L9I57504,New,MICRO FULL INOX,In-Ground 5W LED 4000K 50° 230V,908.00,732.00
E,L9I57604,New,MINI FULL INOX,In-Ground 10W LED 3000K 10° 24V,1304.00,1050.00
E,L9I57704,New,MINI FULL INOX,In-Ground 10W LED 3000K 30° 24V,1304.00,1050.00
E,L9I57804,New,MINI FULL INOX,In-Ground 10W LED 3000K 50° 24V,1304.00,1050.00
E,L9I57904,New,MINI FULL INOX,In-Ground10W LED 4000K 10° 24V,1304.00,1050.00
E,L9I58004,New,MINI FULL INOX,In-Ground 10W LED 4000K 30° 24V,1304.00,1050.00
E,L9I58104,New,MINI FULL INOX,In-Ground 10W LED 4000K 50° 24V,1304.00,1050.00
E,L9I58204,New,MINI FULL INOX,In-Ground10W LED 3000K 10° 230V,1404.00,1130.00
E,L9I58304,New,MINI FULL INOX,In-Ground 10W LED 3000K 30° 230V,1404.00,1130.00
E,L9I58404,New,MINI FULL INOX,In-Ground 10W LED 3000K 50° 230V,1404.00,1130.00
E,L9I58504,New,MINI FULL INOX,In-Ground 10W LED 4000K 10° 230V,1404.00,1130.00
E,L9I58604,New,MINI FULL INOX,In-Ground 10W LED 4000K 30° 230V,1404.00,1130.00
E,L9I58704,New,MINI FULL INOX,In-Ground 10W LED 4000K 50° 230V,1404.00,1130.00
E,L9I58804,New,MEDIO FULL INOX,In-Ground 14.5W LED 3000K 10° 24V,1700.00,1368.00
E,L9I58904,New,MEDIO FULL INOX,In-Ground 14.5W LED 3000K 30° 24V,1700.00,1368.00
E,L9I59004,New,MEDIO FULL INOX,In-Ground 14.5W LED 3000K Ellittica 24V,1700.00,1368.00
E,L9I59104,New,MEDIO FULL INOX,In-Ground 14.5W LED 3000K 50° 24V,1700.00,1368.00
E,L9I59204,New,MEDIO FULL INOX,In-Ground 14.5W LED 4000K 10° 24V,1700.00,1368.00
E,L9I59304,New,MEDIO FULL INOX,In-Ground 14.5W LED 4000K 30° 24V,1700.00,1368.00
E,L9I59404,New,MEDIO FULL INOX,In-Ground14.5W LED 4000K Ellittica 24V,1700.00,1368.00
E,L9I59504,New,MEDIO FULL INOX,In-Ground 14.5W LED 4000K 50° 24V,1700.00,1368.00
E,L9W384_ _,New,ESAGONO,Above-Ground 600mm 10W (105 LED) 3000K 120V 50/60Hz,1004.00,806.00
E,L9W385_ _,New,ESAGONO,Above-Ground 1200mm 20W (224 LED) 3000K 120V 50/60Hz,1556.00,1250.00
E,L9W386_ _,New,ESAGONO,Above-Ground 600mm 10W (105 LED) 4000K 120V 50/60Hz,978.00,784.00
E,L9W387_ _,New,ESAGONO,Above-Ground 1200mm 20W (224 LED) 4000K 120V 50/60Hz,1556.00,1250.00
E,L9R104_ _,CURRENT,OBLO,Recessed Ceiling 19.5W (12 LED) 3000K 10° 120V 50/60Hz,1210.00,974.00
E,L9R105_ _,CURRENT,OBLO,Recessed Ceiling 19.5W (12 LED) 3000K 30° 120V 50/60Hz,1210.00,974.00
E,L9R106_ _,CURRENT,OBLO,Recessed Ceiling 19.5W (12 LED) 3000K Eliptic 120V 50/60Hz,1210.00,974.00
E,L9R107_ _,CURRENT,OBLO,Recessed Ceiling 19.5W (12 LED) 3000K 50° 120V 50/60Hz,1210.00,974.00
E,L9R124_ _,New,OBLO,Recessed Ceiling 19.5W (12 LED) 4000K 10° 120V 0/50/60Hz,1210.00,974.00
E,L9R125_ _,New,OBLO,Recessed Ceiling 19.5W (12 LED) 4000K 30° 120V 0/50/60Hz,1210.00,974.00
E,L9R126_ _,New,OBLO,Recessed Ceiling 19.5W (12 LED) 4000K Ell. 120V 0/50/60Hz,1210.00,974.00
E,L9R127_ _,New,OBLO,Recessed Ceiling 19.5W (12 LED) 4000K 50° 120V 0/50/60Hz,1210.00,974.00
E,L9R108_ _,CURRENT,OBLO,Recessed Ceiling 17W (1 LED) 3000K 70° 120V 50/60Hz,1048.00,842.00
E,L9R109_ _,CURRENT,OBLO,Recessed Ceiling 17W (1 LED) 4000K 70° 120V 50/60Hz,1048.00,842.00
E,L9Q07206,CURRENT,MINI CORNICHE,600 Recessed 18W (18 LED) 3000K 30° in 24V DC,1418.00,1142.00
E,L9Q07306,New,MINI CORNICHE,600 Recessed 10W LED 3000K Soft in 24V DC,972.00,782.00
E,L9Q07406,CURRENT,MINI CORNICHE,600 Recessed 18W (18 LED) 3000K Eliptic in 24V DC,1418.00,1142.00
E,L9Q07506,CURRENT,MINI CORNICHE,600 Recessed 18W (18 LED) 3000K 50° Soft in 24V DC,1418.00,1142.00
E,L9Q07606,New,MINI CORNICHE,600 Recessed 18W (18 LED) 4000K 30° in 24V DC,1418.00,1142.00
E,L9Q07706,New,MINI CORNICHE,600 Recessed 10W LED 4000K Soft in 24V DC,972.00,782.00
E,L9Q07806,CURRENT,MINI CORNICHE,600 Recessed 18W (18 LED) 4000K Eliptic in 24V DC,1418.00,1142.00
E,L9Q07906,New,MINI CORNICHE,600 Recessed 18W (18 LED) 4000K 50° in 24V DC,1418.00,1142.00
E,L9Q08006,CURRENT,MINI CORNICHE,1200 Recessed 36W (36 LED) 3000K 30° in 24V DC,2306.00,1856.00
E,L9Q08106,New,MINI CORNICHE,1200 Recessed 22W LED 3000K Soft in 24V DC,1524.00,1228.00
E,L9Q08206,CURRENT,MINI CORNICHE,1200 Recessed 36W (36 LED) 3000K Eliptic in 24V DC,2306.00,1856.00
E,L9Q08306,CURRENT,MINI CORNICHE,1200 Recessed 36W (36 LED) 3000K 50° Soft in 24V DC,2306.00,1856.00
E,L9Q08406,New,MINI CORNICHE,1200 Recessed 36W (36 LED) 4000K 30° in 24V DC,2286.00,1842.00
E,L9Q08506,New,MINI CORNICHE,1200 Recessed 22W LED 4000K Soft in 24V DC,1524.00,1228.00
E,L9Q08606,CURRENT,MINI CORNICHE,1200 Recessed 36W (36 LED) 4000K Eliptic in 24V DC,2306.00,1856.00
E,L9Q08706,New,MINI CORNICHE,1200 Recessed 36W (36 LED) 4000K 50° in 24V DC,2286.00,1842.00
E,L9I59604,New,PICO FULL INOX,In-Ground 1W LED 3000K 20°,288.00,232.00
E,L9I59704,New,PICO FULL INOX,In-Ground 1W LED 3000K 80°,288.00,232.00
E,L9I59804,New,PICO FULL INOX,In-Ground 1W LED 4000K 20°,288.00,232.00
E,L9I59904,New,PICO FULL INOX,In-Ground 1W LED 4000K 80°,288.00,232.00
E,L9I46204,CURRENT,TETRA INCASSO,In-Ground 360 Adjustable 6W (6 LED) 3000K 10° 120V 50/60Hz,1840.00,1478.00
E,L9I53106,New,TETRA INCASSO,In-Ground 360 0-15° 6W (6 LED) 4000K 10° 120V 50/60Hz,1840.00,1478.00
E,L9I46304,New,TETRA INCASSO,In-Ground 360 Adjustable 6W (6 LED) 3000K 30° 120V 50/60Hz,1840.00,1478.00
E,L9I53206,New,TETRA INCASSO,In-Ground 360 0-15° 6W (6 LED) 4000K 30° 120V 50/60Hz,1840.00,1478.00
E,L9I46404,New,TETRA INCASSO,In-Ground 360 Adjustable 6W (6 LED) 3000K Eliptic 120V 50/60Hz,1840.00,1478.00
E,L9I53306,New,TETRA INCASSO,In-Ground 360 0-15° 6W (6 LED)4000K Elliptical 120V 50/60Hz,1840.00,1478.00
E,L9I46504,New,TETRA INCASSO,In-Ground 360 Adjustable 6W (6 LED) 3000K 50° 120V 50/60Hz,1840.00,1478.00
E,L9I53406,New,TETRA INCASSO,In-Ground 360 0-15° 6W (6 LED) 4000K 50° 120V 50/60Hz,1840.00,1478.00
E,L9I47004,CURRENT,TETRA INCASSO,In-Ground 900 Adjustable 18W (18 LED) 3000K 10° 120V 50/60Hz,3210.00,2578.00
E,L9I47104,CURRENT,TETRA INCASSO,In-Ground 900 Adjustable 18W (18 LED) 3000K 30° 120V 50/60Hz,3210.00,2578.00
E,L9I47204,CURRENT,TETRA INCASSO,In-Ground 900 Adjustable 18W (18 LED) 3000K Eliptic 120V 50/60Hz,3210.00,2578.00
E,L9I47304,CURRENT,TETRA INCASSO,In-Ground 900 Adjustable 18W (18 LED) 3000K 50° 120V 50/60Hz,3210.00,2578.00
E,L9I53606,New,TETRA INCASSO,In-Ground 900 0-15° 18W (18 LED) 4000K 10° 120V 50/60Hz,3210.00,2578.00
E,L9I53706,New,TETRA INCASSO,In-Ground 900 0-15° 18W (18 LED) 4000K 30° 120V 50/60Hz,3210.00,2578.00
E,L9I53806,New,TETRA INCASSO,In-Ground 900 0-15° 18W (18 LED)4000K Eliptical 120V 50/60Hz,3210.00,2578.00
E,L9I53906,New,TETRA INCASSO,In-Ground 900 0-15° 18W (18 LED) 4000K 50° 120V 50/60Hz,3210.00,2578.00
E,L9I50706,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 3000K 10° in 24V DC,1430.00,1150.00
E,L9I50806,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 4000K 10° in 24V DC,1430.00,1150.00
E,L9I50906,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 3000K 30° in 24V DC,1430.00,1150.00
E,L9I51006,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 4000K 30° in 24V DC,1430.00,1150.00
E,L9I51106,New,MINI CORNICHE,In-Ground 600 11W LED 3000K Soft in 24V DC,1050.00,844.00
E,L9I51206,New,MINI CORNICHE,In-Ground 600 11W LED 4000K Soft in 24V DC,1050.00,844.00
E,L9I51306,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 3000K Eliptical in 24V DC,1430.00,1150.00
E,L9I51406,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 4000K Eliptical in 24V DC,1430.00,1150.00
E,L9I51506,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 3000K 50° in 24V DC,1430.00,1150.00
E,L9I51606,New,MINI CORNICHE,In-Ground 600 18W (18 LED) 4000K 50° in 24V DC,1430.00,1150.00
E,L9I52106,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 3000K 10° in 24V DC,2456.00,1978.00
E,L9I52206,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 4000K 10° in 24V DC,2456.00,1978.00
E,L9I52306,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 3000K 30° in 24V DC,2456.00,1978.00
E,L9I52406,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 4000K 30° in 24V DC,2456.00,1978.00
E,L9I52506,New,MINI CORNICHE,In-Ground 1200 22W LED 3000K Soft in 24V DC,1600.00,1290.00
E,L9I52606,New,MINI CORNICHE,In-Ground 1200 22W LED 4000K Soft in 24V DC,1600.00,1290.00
E,L9I52706,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 3000K Eliptical in 24V DC,2456.00,1978.00
E,L9I52806,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 4000K Eliptical in 24V DC,2456.00,1978.00
E,L9I52906,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 3000K 50° in 24V DC,2456.00,1978.00
E,L9I53006,New,MINI CORNICHE,In-Ground 1200 36W (36 LED) 4000K 50° in 24V DC,2456.00,1978.00
E,L9F266_ _,New,MINI SPRING,Floodlight 18W (1 LED) 3000K 18° 120V 50/60Hz,1618.00,1294.00
E,L9F267_ _,New,MINI SPRING,Floodlight 18W (1 LED) 3000K 24° 120V 50/60Hz,1618.00,1294.00
E,L9F268_ _,New,MINI SPRING,Floodlight 18W (1 LED) 3000K 60° 120V 50/60Hz,1618.00,1294.00
E,L9F269_ _,New,MINI SPRING,Floodlight 18W (1 LED) 4000K 18° 120V 0/50/60Hz,1618.00,1294.00
E,L9F270_ _,New,MINI SPRING,Floodlight 18W (1 LED) 4000K 24° 120V 0/50/60Hz,1618.00,1294.00
E,L9F271_ _,New,MINI SPRING,Floodlight 18W (1 LED) 4000K 60° 120V 0/50/60Hz,1618.00,1294.00
E,L9F223_ _,CURRENT,SPRING,Floodlight 1 LED 37W 20° 3000K,1810.00,1450.00
E,L9F224_ _,CURRENT,SPRING,Floodlight 1 LED 37W 40° 3000K,1810.00,1450.00
E,L9F225_ _,CURRENT,SPRING,Floodlight 1 LED 37W 20° 4000K,1810.00,1450.00
E,L9F226_ _,CURRENT,SPRING,Floodlight 1 LED 37W 40° 4000K,1810.00,1450.00
E,L9F304_ _,New,TARGET,Small Floodlight 9W LED 3000K 10°,1126.00,904.00
E,L9F305_ _,New,TARGET,Small Floodlight 9W LED 3000K 30°,1126.00,904.00
E,L9F306_ _,New,TARGET,Small Floodlight 9W LED 3000K Ellittica,1126.00,904.00
E,L9F307_ _,New,TARGET,Small Floodlight 9W LED 3000K 50°,1126.00,904.00
E,L9F308_ _,New,TARGET,Small Floodlight 9W LED 4000K 10°,1126.00,904.00
E,L9F309_ _,New,TARGET,Small Floodlight 9W LED 4000K 30°,1126.00,904.00
E,L9F310_ _,New,TARGET,Small Floodlight 9W LED 4000K Ellittica,1126.00,904.00
E,L9F311_ _,New,TARGET,Small Floodlight 9W LED 4000K 50°,1126.00,904.00
E,L9F312_ _,New,TARGET,Medium Floodlight 18W LED 3000K 10°,1448.00,1162.00
E,L9F313_ _,New,TARGET,Medium Floodlight 18W LED 3000K 30°,1448.00,1162.00
E,L9F314_ _,New,TARGET,Medium Floodlight 18W LED 3000K Ellittica,1448.00,1162.00
E,L9F315_ _,New,TARGET,Medium Floodlight 18W LED 3000K 50°,1448.00,1162.00
E,L9F316_ _,New,TARGET,Medium Floodlight 18W LED 4000K 10°,1448.00,1162.00
E,L9F317_ _,New,TARGET,Medium Floodlight 18W LED 4000K 30°,1448.00,1162.00
E,L9F318_ _,New,TARGET,Medium Floodlight 18W LED 4000K Ellittica,1448.00,1162.00
E,L9F319_ _,New,TARGET,Medium Floodlight 18W LED 4000K 50°,1448.00,1162.00
E,L9F320_ _,New,TARGET,Large Floodlight 36W LED 3000K 10°,2180.00,1750.00
E,L9F321_ _,New,TARGET,Large Floodlight 36W LED 3000K 30°,2180.00,1750.00
E,L9F322_ _,New,TARGET,Large Floodlight 36W LED 3000K Ellittica,2180.00,1750.00
E,L9F323_ _,New,TARGET,Large Floodlight 36W LED 3000K 50°,2180.00,1750.00
E,L9F324_ _,New,TARGET,Large Floodlight 36W LED 4000K 10°,2180.00,1750.00
E,L9F325_ _,New,TARGET,Large Floodlight 36W LED 4000K 30°,2180.00,1750.00
E,L9F326_ _,New,TARGET,Large Floodlight 36W LED 4000K Ellittica,2180.00,1750.00
E,L9F327_ _,New,TARGET,Large Floodlight 36W LED 4000K 50°,2180.00,1750.00
E,L9F328_ _,New,TARSIUS,Floodlight 50W LED 3000K Stradale 120V 0/50/60Hz + MIDNIGHT,2180.00,1746.00
E,L9F329_ _,New,TARSIUS,Floodlight 50W LED 3000K Asimmetrico 120V 0/50/60Hz + MIDNIGHT,2100.00,1702.00
E,L9F330_ _,New,TARSIUS,Floodlight 50W LED 4000K Stradale 120V 0/50/60Hz + MIDNIGHT,2174.00,1746.00
E,L9F331_ _,New,TARSIUS,Floodlight 50W LED 4000K Asimmetrico 120V 0/50/60Hz + MIDNIGHT,2120.00,1702.00
E,L9F26306,New,TARSIUS,Floodlight 54W LED 3000K Road 120V 0/50/60Hz + DALI,1858.00,1490.00
E,L9F23606,New,TARSIUS,Floodlight 54W LED 3000K Assymetric 120V 0/50/60Hz + DALI,1818.00,1458.00
E,L9F26406,New,TARSIUS,Floodlight 54W LED 4000K Road 120V 0/50/60Hz + DALI,1858.00,1490.00
E,L9F26506,New,TARSIUS,Floodlight 54W LED 4000K Assymetric 120V 0/50/60Hz + DALI,1818.00,1458.00
E,L9B20306,New,TARSIUS,Pole Mounted 50W LED -120V -3000K Extensive Street Optic+ MIDNIGHT,2230.00,1790.00
E,L9B20406,New,TARSIUS,Pole Mounted 50W LED -120V -3000K Asymmectrical  40 °+ MIDNIGHT,2218.00,1780.00
E,L9B20506,New,TARSIUS,Pole Mounted 50W LED -120V -4000K Extensive Street Optic+ MIDNIGHT,2230.00,1790.00
E,L9B20606,New,TARSIUS,Pole Mounted 50W LED -120V -4000K Asymmectrical  40 °+ MIDNIGHT,2218.00,1780.00
E,L9B20706,New,TARSIUS,Pole Mounted 50W LED -120V -3000K Extensive Street Optic+ Dali Dimm,1900.00,1526.00
E,L9B20806,New,TARSIUS,Pole Mounted 54W LED -120V3000K Asymmectrical  40 °+ Dali Dimm,1858.00,1490.00
E,L9B20906,New,TARSIUS,Pole Mounted 50W LED -120V -4000K Extensive Street Optic+ Dali Dimm,1900.00,1526.00
E,L9B21006,New,TARSIUS,Pole Mounted 54W LED -120V -4000K Asymmectrical  40 °+ Dali Dimm,1858.00,1490.00
E,L9A01000,CURRENT,ACCESSORY,"Screen Concentrating ""Semi-Cut-Off""",176.00,142.00
E,L9A01101,CURRENT,TRIS,Flow Size 2 Openings for TRIS,74.00,60.00
E,L9A19900,New,MICRO SPRING,Visor Floodlight Micro Spring,102.00,82.00
E,L9A20000,New,MINI SPRING,Visor Floodlight Mini Spring,142.00,114.00
E,L9A20100,New,SPRING,Visor Floodlight Spring,192.00,154.00
E,L9A20200,New,1200 MINI,Visor 1200 Floodlight,160.00,130.00
E,L9A20300,New,1200 MINI,Tube Anti Glare 1200 Floodlight,142.00,114.00
E,L9A20400,New,SPRING,Deflector Spring,598.00,482.00
E,L9A20500,New,MICRO SPRING,Tube Glare Micro Spring Floodlight,136.00,110.00
E,L9A20600,New,MINI SPRING,Tube Glare Mini Spring Floodlight,146.00,118.00
E,L9A20700,New,SPRING,Tube Glare Spring Floodlight,170.00,138.00
E,L9A02000,CURRENT,ACCESSORY,Rapid Connector IP67 3 x 1.5 mm² Ø 5 - 13 mm,42.00,34.00
E,L9A02200,CURRENT,ACCESSORY,Connector IP68 max. 3 x 4 mm² Ø 9.5 - 12 mm,64.00,52.00
E,L9A02300,CURRENT,ACCESSORY,Micro Encasing IP68 2x0 -75max per Cable Ø4 -8÷6mm ,54.00,44.00
E,L9A24800,CURRENT,ACCESSORY,Mini Rapid Connector IP68 3x1.5mm2 per Cable Ø7-Ø12,64.00,52.00
E,L9A25300,New,ACCESSORY,Connector for RGBW+NTC in Box IP44 ,146.00,118.00
E,L9A25400,New,ACCESSORY,Parallel Connector for IP68 max 4x1.5mm,82.00,66.00
E,L9A25500,New,ACCESSORY,Micro Connector IP68 for Wiring in Series max 4x1.5mm2 per cavi Ø4.5-8.5mm ,92.00,74.00
E,L9A02500,CURRENT,ACCESSORY,Satinated Glass,86.00,70.00
E,L9A25600,New,ACCESSORY,Flat Acid Etched Glass,270.00,218.00
E,L9A04100,CURRENT,ACCESSORY,Anti Slip Glass,192.00,156.00
E,L9A04200,CURRENT,ACCESSORY,Anti Slip Glass,186.00,150.00
E,L9A04500,CURRENT,ACCESSORY,Filter Ellissoifromle,92.00,74.00
E,L9A05000,CURRENT,ACCESSORY,Filter Satinated,64.00,52.00
E,L9A20800,New,ACCESSORY,Filter Extensive Ø150mm,70.00,56.00
E,L9A05100,CURRENT,ACCESSORY,Filter Ellissoifromle,118.00,94.00
E,L9A05600,CURRENT,ACCESSORY,Filter Satinated,110.00,90.00
E,L9A05700,CURRENT,ACCESSORY,Filter Ellissoifromle,98.00,80.00
E,L9A06200,CURRENT,ACCESSORY,Filter Satinated,102.00,82.00
E,L9A06500,CURRENT,ACCESSORY,Filter Ellissoifromle,86.00,70.00
E,L9A07000,CURRENT,ACCESSORY,Filter Satinated,36.00,28.00
E,L9A20900,New,MICRO SPRING,Filter elisoidale Micro Spring,132.00,108.00
E,L9A21000,New,MICRO SPRING,Filter Sandblasted Micro Spring,104.00,84.00
E,L9A21100,New,MICRO SPRING,Honeycomb Grid Micro Spring,96.00,78.00
E,L9A21200,New,MICRO SPRING,Deflector Micro Spring,54.00,44.00
E,L9A07200,CURRENT,ACCESSORY,Ring Stainless Steel AISI 316,278.00,224.00
E,L9A07600,CURRENT,ACCESSORY,Casing Watertight Stainless Steel AISI 316L for PVC tanks,846.00,682.00
E,L9A07700,CURRENT,ACCESSORY,Casing Watertight Stainless Steel AISI 304 for PVC tanks,1284.00,1036.00
E,L9A08000,CURRENT,NANO FLOODLIGHT,Viser Anti Vandalism Nano Floodlight Color Black,80.00,64.00
