Cat.,Zaneen Model #,Series,Description, CAD MSRP  ,USD MSRP 
D,D10-1327,FIELTEBEK SYSTEM,Brass - Price Per Meter - 100cm= 40xLED 0.24w 12v,5676.00,4564.00
D,D10-1328,FIELTEBEK SYSTEM,Nickel - Price Per Meter - 100cm= 40xLED 0.24w 12v,5676.00,4564.00
D,D10-1331,IO SUSPENSION,Pendant - Anodized Black w/Polished Aluminum - 1xLED 2.5w 12v,838.00,674.00
D,D10-1333,IO SUSPENSION 7,Pendant - Anodized Black w/Polished Aluminum - 7xLED 2.5w 12v,5320.00,4280.00
D,D10-1338,NOBILIS,Pendant - Grande - Nickel - 193xLED 0.24w 12v,21760.00,17366.00
D,D10-1339,NOBILIS,Pendant - Small nickel -  - 66xLED 0.24w 12v,6634.00,5326.00
D,D10-1349,UNIVERSE DISC,Pendant - Nickel - 150xLED 0.3w 12v,21548.00,17336.00
D,D10-1351,UNIVERSE DISC,Pendant w/Downlight - Nickel - 150xLED 0.3w 12v,21900.00,17620.00
D,D10-1353,UNIVERSE GRANDE,Pendant - Nickel - 50xLED 0.3w 12v,6262.00,4998.00
D,D10-1355,UNIVERSE GRANDE,Pendant with Direct Downlight - Nickel - 50xLED 0.3w 12v,6620.00,5278.00
D,D10-1357,UNIVERSE GRANDE,Pendant - Nickel - L.180cm - 60xLED 0.3w 12v,8314.00,6610.00
D,D10-1359,UNIVERSE GRANDE,Pendant with Direct Downlight - Nickel - L.180cm - 60xLED 0.3w + 1x20w GU10 12v,8670.00,6898.00
D,D10-1361,UNIVERSE GRANDE,Pendant - Nickel - L.200cm - 70xLED 0.3w 12v,9574.00,7610.00
D,D10-1363,UNIVERSE GRANDE,Pendant with Direct Downlight - Nickel - L.200cm - 70xLED 0.w + 1x 20w GU10 12v,9930.00,7892.00
D,D10-1365,UNIVERSE MEDIUM,Pendant - Nickel - 35xLED 0.3w 12v,4410.00,3530.00
D,D10-1367,UNIVERSE MEDIUM,Pendant with Direct Downlight - 35xLED 0.3w + 1x20w GU10 12v,4762.00,3814.00
D,D10-1368,UNIVERSE SQUARE DOUBLE,Pendant - Nickel - 2 Layers - 96xLED 0.3w 12v,8070.00,6480.00
D,D10-1369,UNIVERSE SQUARE TRIPLE,Pendant - Nickel - 3 Layers - 128xLED 0.3w 12v,10610.00,8514.00
D,D10-1370,WINDOW,Pendant - Polished Aluminum Corian - 1xLED 10w 12v,3824.00,3078.00
D,D10-1383,BLOX,Pendant - Polished Stainless Steel - 18w LED 2700K,8060.00,6476.00
D,D10-1384,BLOX,Pendant - Polished Stainless Steel - Copper Color - 18w LED 2700K,8844.00,7110.00
D,D10-1385,BLOX,Pendant - Stainless Steel - Matte Painted White - 18w LED 2700K,8320.00,6690.00
D,D10-1386,BLOX,Pendant - Stainless Steel - Brushed - 18w LED 2700K,8060.00,6476.00
D,D10-1389,CRYSTAL GALAXY,Pendant - Nickel - d.80cm - Crystal - 60 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,5520.00,4410.00
D,D10-1390,CRYSTAL GALAXY,Pendant - Nickel - d.80cm - Crystal - 60 x E10 LED 0.3W - 12V 2600-2700K,5874.00,4698.00
D,D10-1393,CRYSTAL GALAXY,Pendant - Nickel - d. 60cm - Crystal - 45 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,4072.00,3260.00
D,D10-1394,CRYSTAL GALAXY,Pendant - Nickel - d. 60cm - Crystal - 45 x E10 LED 0.3W - 12V 2600-2700K,4426.00,3546.00
D,D10-1397,CRYSTAL GALAXY,Pendant - Nickel - d. 100cm - Crystal - 72 x E10 LED 0.3W - 12V 2600-2700K,12864.00,10210.00
D,D10-1398,CRYSTAL GALAXY,Pendant - Nickel - d. 100cm - Crystal - 72 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,13220.00,10490.00
D,D10-1401,CRYSTAL GALAXY,Pendant - Nickel - d.120 - Crystal - 108 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,15590.00,12298.00
D,D10-1402,CRYSTAL GALAXY,Pendant - Nickel - d.120 - Crystal - 108 x E10 LED 0.3W - 12V 2600-2700K,15940.00,12584.00
D,D10-1405,CRYSTAL GALAXY,Pendant - Nickel - d.140 - Crystal - 126 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,23556.00,18590.00
D,D10-1406,CRYSTAL GALAXY,Pendant - Nickel - d.140 - Crystal - 126 x E10 LED 0.3W - 12V 2600-2700K,23910.00,18870.00
D,D10-1409,CRYSTAL GALAXY,Pendant - Nickel - d.160 - Crystal - 138 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,31490.00,24810.00
D,D10-1410,CRYSTAL GALAXY,Pendant - Nickel - d.160 - Crystal - 138 x E10 LED 0.3W - 12V 2600-2700K,31842.00,25100.00
D,D10-1413,CRYSTAL GALAXY,Pendant - Nickel - d.180 - Crystal - 150 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,40560.00,31934.00
D,D10-1414,CRYSTAL GALAXY,Pendant - Nickel - d.180 - Crystal - 150 x E10 LED 0.3W - 12V 2600-2700K,40910.00,32220.00
D,D10-1417,CRYSTAL GALAXY,Pendant - Nickel - d.200 - Crystal - 156 x E10 LED 0.3W - 12V 2600-2700K + 20W - 12V Downlight,52990.00,41720.00
D,D10-1418,CRYSTAL GALAXY,Pendant - Nickel - d.200 - Crystal - 180 x E10 LED 0.3W - 12V 2600-2700K,53340.00,42000.00
D,D10-1421,CURLED 125,Pendant - Nickel - 125cm - 40 x E10 0.3W LED  -12V 2600-2700K,6998.00,5590.00
D,D10-1422,CURLED 125,Pendant - Nickel - 125cm - 40 x E10 0.3W LED  -12V 2600-2700K+ 20W - 12V Direct Downlight,7348.00,5876.00
D,D10-1425,CURLED 180,Pendant - Nickel - 180cm -  - 70 x E10 0.3W LED 12V 2600-2700K,12100.00,9680.00
D,D10-1426,CURLED 180,Pendant - Nickel - 180cm - 70 x E10 0.3W LED 12V 2600-2700K+ 20W - 12V Direct Downlight,12450.00,9966.00
D,D10-1429,CURLED 200,Pendant - Nickel - 200cm - 80 x E10 0.3W LED - 12V 2600-2700K,13576.00,10870.00
D,D10-1430,CURLED 200,Pendant - Nickel - 200cm - 80 x E10 0.3W LED - 12V 2600-2700K+ 20W - 12V Direct Downlight,13930.00,11160.00
D,D10-1433,CURLED DISC 70,Pendant - Nickel - 70cm - 45 x E10 0.3W LED - 12V 2600-2700K,8410.00,6720.00
D,D10-1434,CURLED DISC 70,Pendant - Nickel - 70cm - 45 x E10 0.3W LED - 12V 2600-2700K+ 20W - 12V Direct Downlight,8764.00,7000.00
D,D10-1437,CURLED DISC 130,Pendant - Nickel - 130cm - 110 x E10 0.3W LED - 12V 2600-2700K,21176.00,16932.00
D,D10-1438,CURLED DISC 130,Pendant - Nickel - 130cm - 110 x E10 0.3W LED - 12V 2600-2700K+ 20W - 12V Direct Downlight,21530.00,17220.00
D,D10-1441,CURLED DISC 200,Pendant - Nickel - 200cm - 150 x E10 0.3W LED - 12V 2600-2700K,30074.00,24016.00
D,D10-1442,CURLED DISC 200,Pendant - Nickel - 200cm - 150 x E10 0.3W LED - 12V 2600-2700K+ 20W - 12V Direct Downlight,30426.00,24300.00
D,D10-1443,FIELTEBEK SYSTEM,Brass - Prcie Per Meter - with Downlight - 100cm= 40xE10 3w 12v,6040.00,4860.00
D,D10-1444,FIELTEBEK SYSTEM,Nickel - Price Per Meter - with Downlight - 100cm= 40xE10 3w 12v,6040.00,4860.00
D,D10-1446,IO SUSPENSION XL,Pendant -Aanodized Black w/Polished Chrome - 7xLED 2.5w 12v,1430.00,1150.00
D,D10-1469,MATCH 3,Pendant - Polished Aluuminum - With Acrylic - 9W LED 2700K,2354.00,1894.00
D,D10-1470,MATCH 4,Pendant - Polished Aluuminum -  with Acrylic - 12W LED 2700K,2746.00,2210.00
D,D10-1471,MATCH 5,Pendant - Polished Aluuminum - with Acrylic - 15W LED 2700K,3522.00,2834.00
D,D10-1472,MATCH 6,Pendant - Polished Aluuminum - with Acrylic - 18W LED 2700K,4010.00,3224.00
D,D10-1473,MATCH 7,Pendant - Polished Aluuminum - with Acrylic - 21W LED 2700K,4544.00,3666.00
D,D10-1485,WINDOW XL,Pendant - Polished Aluminum Corian - 36W LED - 36W LED 2700K,7244.00,5834.00
D,D10-1490,CAN,Pendant - Polished Aluminum - Red,868.00,698.00
D,D10-1491,CAN,Pendant - Polished Aluminum - Orange,868.00,698.00
D,D10-1492,CAN,Pendant - Polished Aluminum - Yellow,868.00,698.00
D,D10-1493,CAN,Pendant - Polished Aluminum - Green,868.00,698.00
D,D10-1494,CAN,Pendant - Polished Aluminum - Blue,868.00,698.00
D,D10-1495,CAN,Pendant - 6-Lt. - Polished Aluminum - Acrylic,3956.00,3190.00
D,D10-1498,CRYSTAL GALAXY,Pendant - Nickel d.40,2656.00,2134.00
D,D10-1504,ORION,Pendant - Nickel,12234.00,9830.00
D,D10-1505,ORION,Pendant - Nickel - with Uplights at the Topside,12998.00,10420.00
D,D10-1512,UNIVERSE SQUARE,Pendant - Nickel with Glass Bars - 548 x LED E10 12V/0.3W 2600-2700K - 8220lm - 548 x E10 2W 12V,49510.00,39710.00
D,D10-1515,MIRA,100cm,13754.00,10920.00
D,D10-1516,MIRA,120cm,19398.00,15366.00
D,D10-1517,MIRA,140cm,25998.00,20546.00
D,D10-1518,MIRA,160cm,32840.00,25950.00
D,D10-1519,MIRA,180cm,43420.00,34242.00
D,D10-1520,MIRA,200cm,56210.00,44310.00
D,D10-1527,SPICA 20,Systemlight  D. 20cm. 2.5W LED -2700K - Yellow Acrylic,536.00,430.00
D,D10-1528,SPICA 20,Systemlight  D. 20cm. 2.5W LED -2700K - Red Acrylic,536.00,430.00
D,D10-1529,SPICA 20,Systemlight  D. 20cm. 2.5W LED -2700K - Green Acrylic,536.00,430.00
D,D10-1530,SPICA 20,Systemlight  D. 20cm. 2.5W LED -2700K - Orange Acrylic,536.00,430.00
D,D10-1531,SPICA 20,Systemlight  D. 20cm. 2.5W LED -2700K - Blue Acrylic,536.00,430.00
D,D10-1532,SPICA 20,Systemlight  D. 20cm. 2.5W LED -2700K - Transparent Acrylic,536.00,430.00
D,D10-1542,IXION 3 ,Clear and Matte Glass - 3 x 14.4w LED,4798.00,3860.00
D,D10-1543,IXION 5,Clear and Matte Glass - 5 x 14.4w LED,6680.00,5376.00
D,D10-1544,IXION 7,Clear and Matte Glass - 7 x 14.4w LED,8300.00,6682.00
D,D10-1553,CITADEL COMPOSITION,Set With Transformer - Rings D.78cm - 89cm and 100cm - Copper,9040.00,7274.00
D,D10-1554,CITADEL COMPOSITION,Set With Transformer - Rings D.78cm - 89cm and 100cm - Nickel,9040.00,7274.00
D,D10-1555,CITADEL COMPOSITION,Set With Transformer - Rings D.78cm - 89cm and 100cm - Brass,9040.00,7274.00
D,D10-1560,ELAINE,Pendant - Stainless Steel - 180xLED 0.2w 12v - 27000K - Aluminum reflector,36744.00,29600.00
D,D10-1561,ELAINE,Pendant - Stainless Steel - 180xLED 0.2w 12v - 27000K - Copper reflector,53990.00,43494.00
D,D10-1562,ELAINE OVAL,Pendant - Stainless Steel - 180xLED 0.2w 12v - 27000K - Aluminum reflector,40600.00,32664.00
D,D10-1563,ELAINE OVAL,Pendant - Stainless Steel - 180xLED 0.2w 12v - 27000K - Copper reflector,57830.00,46550.00
D,D10-1564,ORION 120,Pendant - Nickel,9854.00,7920.00
D,D10-1565,ORION 120,Pendant - Nickel - with Uplights at the Topside,10330.00,8300.00
D,D10-1566,ORION,Pendant - Vertical,11200.00,8998.00
D,D10-1577,ROSETTA,Pendant - Nickel,8240.00,6624.00
D,D10-1588,CITADEL COMPOSITION,Ring d.120cm - Copper,4370.00,3510.00
D,D10-1589,CITADEL COMPOSITION,Ring d.120cm - Nickel,4370.00,3510.00
D,D10-1590,CITADEL COMPOSITION,Ring d.120cm - Brass,4370.00,3510.00
D,D10-1594,CITADEL COMPOSITION,Ring d.140cm - Copper,5160.00,4140.00
D,D10-1595,CITADEL COMPOSITION,Ring d.140cm - Nickel,5160.00,4140.00
D,D10-1596,CITADEL COMPOSITION,Ring d.140cm - Brass,5160.00,4140.00
D,D10-1600,CITADEL COMPOSITION,Ring d.160cm - Copper,5960.00,4784.00
D,D10-1601,CITADEL COMPOSITION,Ring d.160cm - Nickel,5960.00,4784.00
D,D10-1602,CITADEL COMPOSITION,Ring d.160cm - Brass,5960.00,4784.00
D,D10-1606,CITADEL COMPOSITION,Ring d.180cm - Copper,6770.00,5430.00
D,D10-1607,CITADEL COMPOSITION,Ring d.180cm - Nickel,6770.00,5430.00
D,D10-1608,CITADEL COMPOSITION,Ring d.180cm - Brass,6770.00,5430.00
D,D10-1612,CITADEL COMPOSITION,Ring d.200cm - Copper,7620.00,6110.00
D,D10-1613,CITADEL COMPOSITION,Ring d.200cm - Nickel,7620.00,6110.00
D,D10-1614,CITADEL COMPOSITION,Ring d.200cm - Brass,7620.00,6110.00
D,D10-1616,CORBRA,B-C-B Pendant - Nickel - 120xLED 0.24w 12v,49930.00,39100.00
D,D10-1617,MATCH XL,Pendant - Polished Aluminum with Acrylic - Without Driver - 1x8W LED Red,1520.00,1224.00
D,D10-1618,MATCH,Pendant - Polished Aluminum with Acrylic - Without Driver - 3x8W LED Red,762.00,612.00
D,D10-1619,MEDUSA,Pendant,7670.00,6160.00
D,D10-1620,MEDUSA,Pendant,14670.00,11736.00
D,D10-1621,MIRA 80,Pendant,5820.00,4652.00
D,D10-1622,PHILAE,Pendant - Nickel,2890.00,2320.00
D,D10-1624,SPICA 20,Pendant - Yellow Arcylic,850.00,684.00
D,D10-1625,SPICA 20,Pendant - Red Acrylic,850.00,684.00
D,D10-1626,SPICA 20,Pendant - Green Acrylic,850.00,684.00
D,D10-1627,SPICA 20,Pendant - Orange Acrylic,850.00,684.00
D,D10-1628,SPICA 20,Pendant - Blue Acrylic,850.00,684.00
D,D10-1629,SPICA 20,Pendant - Transparent Acrylic,850.00,684.00
D,D10-1630,SPICA 120,Pendant - Yellow Arcylic,12390.00,9920.00
D,D10-1631,SPICA 120,Pendant - Red Acrylic,12390.00,9920.00
D,D10-1632,SPICA 120,Pendant - Green Acrylic,12390.00,9920.00
D,D10-1633,SPICA 120,Pendant - Orange Acrylic,12390.00,9920.00
D,D10-1634,SPICA 120,Pendant - Blue Acrylic,12390.00,9920.00
D,D10-1635,SPICA 120,Pendant - Transparent Acrylic,12390.00,9920.00
D,D10-1636,SPICA 3,Pendant - Yellow Arcylic,2610.00,2096.00
D,D10-1637,SPICA 3,Pendant - Red Acrylic,2610.00,2096.00
D,D10-1638,SPICA 3,Pendant - Green Acrylic,2610.00,2096.00
D,D10-1639,SPICA 3,Pendant - Orange Acrylic,2610.00,2096.00
D,D10-1640,SPICA 3,Pendant - Blue Acrylic,2610.00,2096.00
D,D10-1641,SPICA 3,Pendant - Transparent Acrylic,2610.00,2096.00
D,D10-1642,SPICA 30,Pendant - Yellow Arcylic,1296.00,1040.00
D,D10-1643,SPICA 30,Pendant - Red Acrylic,1296.00,1040.00
D,D10-1644,SPICA 30,Pendant - Green Acrylic,1296.00,1040.00
D,D10-1645,SPICA 30,Pendant - Orange Acrylic,1296.00,1040.00
D,D10-1646,SPICA 30,Pendant - Blue Acrylic,1296.00,1040.00
D,D10-1647,SPICA 30,Pendant - Transparent Acrylic,1296.00,1040.00
D,D10-1653,SPECTRE 100,Suspension - Nickel D.100cm - 130 x LED 0.6W - 12V,18768.00,15010.00
D,D10-1654,SPECTRE 140,Suspension - Nickel D.140cm - 202 x LED 0.6W - 12V,29360.00,23474.00
D,D10-1664,FRAME,Suspension Nickel 36 x 0.8W+ 8 x 0.2W 2700K LED,6030.00,4860.00
D,D10-1667,CLOUD,Suspension 100 -39.6W(66x0.6W) led -12v -2700K - Nickel,7864.00,6294.00
D,D10-1668,CLOUD,Suspension 150 -59.4W(99x0.6W) led -12v -2700K - Nickel,11690.00,9358.00
D,D10-1669,CLOUD,Suspension 200 -73.8W(123x0.6W) led -12v -2700K - Nickel,14820.00,11854.00
D,D10-1670,ELAINE,Pendant - Stainless Steel - 125xLED 0.2w 12v - 27000K - Aluminum reflector,28650.00,23016.00
D,D10-1671,ELAINE,Pendant - Stainless Steel - 125xLED 0.2w 12v - 27000K - Copper reflector,40620.00,32662.00
D,D10-1672,JULIA,Suspension 70/130 - 9 x 4W LED -E14 - 2700K - Chrome Plated,22460.00,18066.00
D,D10-1673,JULIA,Suspension 70/130 - 9 x 4W LED -E14 - 2700K - Brass,Price upon request,Price upon request
D,D10-1674,JULIA,Oval Suspension - Chrome Plated,Price upon request,Price upon request
D,D10-1675,JULIA,Oval Suspension - Brass,Price upon request,Price upon request
D,D10-1676,PHILAE,Suspension - 20 x 0.4w + 6 x 0.2W LED,1946.00,1564.00
D,D10-1677,PHILAE,Suspension - 41 x 0.4w + 15 x 0.2W LED,4420.00,3550.00
D,D10-1678,SIRO DISC,Suspension - 50 x 0.6W LED -12V - 2700K  - Nickel,5486.00,4420.00
D,D10-1679,SIRO DISC,Suspension - 130 x 0.6W LED -12V - 2700K  - Nickel,22240.00,17824.00
D,D10-1680,SIRO DISC,Suspension - 200 x 0.6W LED -12V - 2700K  - Nickel,32950.00,26334.00
D,D10-1681,SIRO ,Suspension -125cm -  50 x 0.6W LED -12V - 2700K  - Nickel,7658.00,6127.00
D,D10-1682,SIRO ,Suspension -180cm -  50 x 0.6W LED -12V - 2700K  - Nickel,13142.00,10524.00
D,D10-1683,SIRO ,Suspension -200cm -  50 x 0.6W LED -12V - 2700K  - Nickel,14790.00,11852.00
D,D10-1684,SPARKS,Suspension - A - 4x4.6W LED -120V -2700K - White,8178.00,6550.00
D,D10-1685,SPARKS,Suspension - A - 4x4.6W LED -120V -2700K - Polished Aluminum,9250.00,7414.00
D,D10-1686,SPARKS,Suspension - B - 3x4.6W LED -120V -2700K - White,6284.00,5032.00
D,D10-1687,SPARKS,Suspension - B - 3x4.6W LED -120V -2700K - Polished Aluminum,7082.00,5676.00
D,D10-1688,SPARKS,Suspension - C - 6x4.6W LED -120V -2700K - White,10970.00,8792.00
D,D10-1689,SPARKS,Suspension - C - 6x4.6W LED -120V -2700K - Polished Aluminum,12410.00,9952.00
D,D10-1690,SPARKS,Suspension - D - 9x4.6W LED -120V -2700K - White,14810.00,11860.00
D,D10-1691,SPARKS,Suspension - D - 9x4.6W LED -120V -2700K - Polished Aluminum,16716.00,13400.00
D,D10-1692,SPARKS,Suspension - E - 6x4.6W LED -120V -2700K - White,10328.00,8276.00
D,D10-1693,SPARKS,Suspension - E - 6x4.6W LED -120V -2700K - Polished Aluminum,11666.00,9354.00
D,D10-1694,SPECTRE 80,Suspension - Nickel D.80cm - 710 x LED 0.6W - 12V -2700K,12622.00,10130.00
D,D10-1695,SPICA 7,Pendant - 7 x D 20cm -7X2.2W led -120v -2700K - Yellow -Red -Green -Orange -Blue or Transparent,5740.00,4600.00
D,D10-1696,STILL MOVING,Suspension - 110cm - 2 LED Strips -28.8W -24V 1 Film Strip,6544.00,5272.00
D,D10-1697,STILL MOVING Imax Part 1,Suspension - 123cm - 2 LED Strips -28.8W -24V 1 Film Strip,7890.00,6354.00
D,D10-1698,STILL MOVING Imax Part 2,Suspension - 173cm - 2 LED Strips -28.8W -24V 1 Film Strip,10530.00,8482.00
D,D10-1699,STILL MOVING Imax Part 3,Suspension - 250cm - 2 LED Strips -28.8W -24V 1 Film Strip,14390.00,11592.00
D,D10-1700,SUNFLOWER,Suspension - 12x12.2W LED Citizen+14X0.2W LED - 2700K - Polished Stainless Steel -Gold Leafing & Swarovksi Elements,43472.00,34920.00
D,D10-1701,UNIVERSE SQUARE,Pendant with Drops - Nickel -182 x 0.3W LED -12V -2700K,15250.00,12274.00
D,D10-1702,UNIVERSE DISC,Pendant - Nickel - 65xLED 0.3w 12v - 2700K,10494.00,8392.00
D,D10-1705,FRAME,,9860.00,7930.00
D,D10-2022,WINDOW,Pendant - Polished Aluminum Corian - 1xLED 10w 12v,3290.00,2644.00
D,D10-2023,MIRA 80,Ceiling Lamp,6876.00,5510.00
D,D10-2024,MIRA 100,Ceiling Lamp,12384.00,9868.00
D,D10-3081,CURLED,Wall Lamp - Nickel - 70cm - 45 x E10 0.3W LED - 12V 2600-2700K,8410.00,6720.00
D,D10-3082,EOS,Wall Lamp - Aluminum - 18W LED - 2700 or 3000K,3882.00,3124.00
D,D10-3083,EOS,Wall Lamp - Aluminum - 41W LED - 2700 or 3000K,6820.00,5490.00
D,D10-3084,EOS,Wall Lamp - Aluminum - 82W LED - 2700 or 3000K,7260.00,5840.00
D,D10-3085,BLOX,Wall Lamp - Polished Stainless Steel,4692.00,3778.00
D,D10-3086,BLOX,Wall Lamp - Polished Stainless Steel - Copper Color,4968.00,3998.00
D,D10-3087,BLOX,Wall Lamp - Stainless Steel - Matte Painted White,4824.00,3884.00
D,D10-3088,BLOX,Wall Lamp - Stainless Steel - Brushed,4692.00,3780.00
D,D10-3089,MATCH XL,Wall Lamp - Polished Aluminum with Acrylic - Without Driver -  - 1x8W LED Red,1664.00,1340.00
D,D10-3090,MATCH,Wall Lamp - Polished Aluminum with Acrylic - Without Driver - 3x8W LED Red,540.00,434.00
D,D10-3091,MEDUSA,Wall Lamp,5510.00,4420.00
D,D10-3105,MATCH 1,Wall Lamp - Polished Aluminum and Acrylic - Inlcudes Driver - 3W LED 2700K,1090.00,876.00
D,D10-3106,MATCH 2,Wall Lamp - Polished Aluminum and Acrylic - Inlcudes Driver - 6W LED 2700K,1770.00,1424.00
D,D10-3124,LUM,Panel - Copper,424.00,340.00
D,D10-3125,LUM,Panel - Copper - with Light -  3W LED - 2700K,790.00,636.00
D,D10-3126,LUM,Panel - Copper - Oxidated,464.00,372.00
D,D10-3127,LUM,Panel - Copper - Oxidated - with Light - 3W LED - 2700K,842.00,678.00
D,D10-3128,LUM,Driver for 1-3 Elements - with Light Unit,754.00,610.00
D,D10-3129,LUM,Driver for 4-50 Elements - with Light Unit,1304.00,1050.00
D,D10-3130,LUM,Panel 9 - Copper - Driver Included,9304.00,7490.00
D,D10-3131,LUM,Panel 9 - Copper Oxidated - Driver Included,9670.00,7782.00
D,D10-3132,LUM,Panel 10 - Copper - Driver included,12390.00,9970.00
D,D10-3133,LUM,Panel 10 - Copper Oxidated - Driver Included,12792.00,10298.00
D,D10-3134,SPARKS,Wall Lamp - Double LED 3.2W - 2700k - Driver Included - White,1666.00,1340.00
D,D10-3135,SPARKS,Wall Lamp - Double LED 3.2W - 2700k - Driver Included - Polished Aluminum,1928.00,1552.00
D,D10-3136,SPARKS,Wall Lamp - Triple LED 3.2W - 2700k - Driver Included - White,1892.00,1522.00
